Year,Stage,Home_Team,Away_Team,Attendance,Total_Goals,Match_Result,Win_Conditions,Venue_City,Host_Nation,Player_Team,Lineup,Goals_Scored,Yellow_Cards,Red_Cards
1930,Group Stage,France,Mexico,4444,5,Home Win,Normal,Montevideo,Uruguay,FRA,Starter,0,0,0
1930,Group Stage,France,Mexico,4444,5,Home Win,Normal,Montevideo,Uruguay,MEX,Starter,0,0,0
1930,Group Stage,France,Mexico,4444,5,Home Win,Normal,Montevideo,Uruguay,FRA,Starter,1,0,0
1930,Group Stage,France,Mexico,4444,5,Home Win,Normal,Montevideo,Uruguay,MEX,Starter,1,0,0
1930,Group Stage,France,Mexico,4444,5,Home Win,Normal,Montevideo,Uruguay,FRA,Starter,2,0,0
1930,Group Stage,France,Mexico,4444,5,Home Win,Normal,Montevideo,Uruguay,FRA,Substitute,0,0,0
1930,Group Stage,France,Mexico,4444,5,Home Win,Normal,Montevideo,Uruguay,MEX,Substitute,0,0,0
1930,Group Stage,USA,Belgium,18346,3,Home Win,Normal,Montevideo,Uruguay,USA,Starter,0,0,0
1930,Group Stage,USA,Belgium,18346,3,Home Win,Normal,Montevideo,Uruguay,BEL,Starter,0,0,0
1930,Group Stage,USA,Belgium,18346,3,Home Win,Normal,Montevideo,Uruguay,USA,Starter,1,0,0
1930,Group Stage,USA,Belgium,18346,3,Home Win,Normal,Montevideo,Uruguay,USA,Substitute,0,0,0
1930,Group Stage,USA,Belgium,18346,3,Home Win,Normal,Montevideo,Uruguay,BEL,Substitute,0,0,0
1930,Group Stage,Yugoslavia,Brazil,24059,3,Home Win,Normal,Montevideo,Uruguay,YUG,Starter,0,0,0
1930,Group Stage,Yugoslavia,Brazil,24059,3,Home Win,Normal,Montevideo,Uruguay,BRA,Starter,0,0,0
1930,Group Stage,Yugoslavia,Brazil,24059,3,Home Win,Normal,Montevideo,Uruguay,YUG,Starter,1,0,0
1930,Group Stage,Yugoslavia,Brazil,24059,3,Home Win,Normal,Montevideo,Uruguay,BRA,Starter,1,0,0
1930,Group Stage,Yugoslavia,Brazil,24059,3,Home Win,Normal,Montevideo,Uruguay,YUG,Substitute,0,0,0
1930,Group Stage,Yugoslavia,Brazil,24059,3,Home Win,Normal,Montevideo,Uruguay,BRA,Substitute,0,0,0
1930,Group Stage,Romania,Peru,2549,4,Home Win,Normal,Montevideo,Uruguay,ROU,Starter,0,0,0
1930,Group Stage,Romania,Peru,2549,4,Home Win,Normal,Montevideo,Uruguay,PER,Starter,0,0,0
1930,Group Stage,Romania,Peru,2549,4,Home Win,Normal,Montevideo,Uruguay,ROU,Starter,1,0,0
1930,Group Stage,Romania,Peru,2549,4,Home Win,Normal,Montevideo,Uruguay,PER,Starter,0,0,1
1930,Group Stage,Romania,Peru,2549,4,Home Win,Normal,Montevideo,Uruguay,PER,Starter,1,0,0
1930,Group Stage,Romania,Peru,2549,4,Home Win,Normal,Montevideo,Uruguay,ROU,Substitute,0,0,0
1930,Group Stage,Romania,Peru,2549,4,Home Win,Normal,Montevideo,Uruguay,PER,Substitute,0,0,0
1930,Group Stage,Argentina,France,23409,1,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,0,0,0
1930,Group Stage,Argentina,France,23409,1,Home Win,Normal,Montevideo,Uruguay,FRA,Starter,0,0,0
1930,Group Stage,Argentina,France,23409,1,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,1,0,0
1930,Group Stage,Argentina,France,23409,1,Home Win,Normal,Montevideo,Uruguay,ARG,Substitute,0,0,0
1930,Group Stage,Argentina,France,23409,1,Home Win,Normal,Montevideo,Uruguay,FRA,Substitute,0,0,0
1930,Group Stage,Chile,Mexico,9249,3,Home Win,Normal,Montevideo,Uruguay,CHI,Starter,0,0,0
1930,Group Stage,Chile,Mexico,9249,3,Home Win,Normal,Montevideo,Uruguay,MEX,Starter,0,0,0
1930,Group Stage,Chile,Mexico,9249,3,Home Win,Normal,Montevideo,Uruguay,CHI,Starter,2,0,0
1930,Group Stage,Chile,Mexico,9249,3,Home Win,Normal,Montevideo,Uruguay,CHI,Substitute,0,0,0
1930,Group Stage,Chile,Mexico,9249,3,Home Win,Normal,Montevideo,Uruguay,MEX,Substitute,0,0,0
1930,Group Stage,Yugoslavia,Bolivia,18306,4,Home Win,Normal,Montevideo,Uruguay,YUG,Starter,0,0,0
1930,Group Stage,Yugoslavia,Bolivia,18306,4,Home Win,Normal,Montevideo,Uruguay,BOL,Starter,0,0,0
1930,Group Stage,Yugoslavia,Bolivia,18306,4,Home Win,Normal,Montevideo,Uruguay,YUG,Starter,1,0,0
1930,Group Stage,Yugoslavia,Bolivia,18306,4,Home Win,Normal,Montevideo,Uruguay,YUG,Starter,2,0,0
1930,Group Stage,Yugoslavia,Bolivia,18306,4,Home Win,Normal,Montevideo,Uruguay,YUG,Substitute,0,0,0
1930,Group Stage,Yugoslavia,Bolivia,18306,4,Home Win,Normal,Montevideo,Uruguay,BOL,Substitute,0,0,0
1930,Group Stage,USA,Paraguay,18306,3,Home Win,Normal,Montevideo,Uruguay,USA,Starter,0,0,0
1930,Group Stage,USA,Paraguay,18306,3,Home Win,Normal,Montevideo,Uruguay,PAR,Starter,0,0,0
1930,Group Stage,USA,Paraguay,18306,3,Home Win,Normal,Montevideo,Uruguay,USA,Starter,3,0,0
1930,Group Stage,USA,Paraguay,18306,3,Home Win,Normal,Montevideo,Uruguay,USA,Substitute,0,0,0
1930,Group Stage,USA,Paraguay,18306,3,Home Win,Normal,Montevideo,Uruguay,PAR,Substitute,0,0,0
1930,Group Stage,Uruguay,Peru,57735,1,Home Win,Normal,Montevideo,Uruguay,URU,Starter,0,0,0
1930,Group Stage,Uruguay,Peru,57735,1,Home Win,Normal,Montevideo,Uruguay,PER,Starter,0,0,0
1930,Group Stage,Uruguay,Peru,57735,1,Home Win,Normal,Montevideo,Uruguay,URU,Starter,1,0,0
1930,Group Stage,Uruguay,Peru,57735,1,Home Win,Normal,Montevideo,Uruguay,URU,Substitute,0,0,0
1930,Group Stage,Uruguay,Peru,57735,1,Home Win,Normal,Montevideo,Uruguay,PER,Substitute,0,0,0
1930,Group Stage,Chile,France,2000,1,Home Win,Normal,Montevideo,Uruguay,CHI,Starter,0,0,0
1930,Group Stage,Chile,France,2000,1,Home Win,Normal,Montevideo,Uruguay,FRA,Starter,0,0,0
1930,Group Stage,Chile,France,2000,1,Home Win,Normal,Montevideo,Uruguay,CHI,Starter,1,0,0
1930,Group Stage,Chile,France,2000,1,Home Win,Normal,Montevideo,Uruguay,CHI,Substitute,0,0,0
1930,Group Stage,Chile,France,2000,1,Home Win,Normal,Montevideo,Uruguay,FRA,Substitute,0,0,0
1930,Group Stage,Argentina,Mexico,42100,9,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,0,0,0
1930,Group Stage,Argentina,Mexico,42100,9,Home Win,Normal,Montevideo,Uruguay,MEX,Starter,0,0,0
1930,Group Stage,Argentina,Mexico,42100,9,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,1,0,0
1930,Group Stage,Argentina,Mexico,42100,9,Home Win,Normal,Montevideo,Uruguay,MEX,Starter,1,0,0
1930,Group Stage,Argentina,Mexico,42100,9,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,2,0,0
1930,Group Stage,Argentina,Mexico,42100,9,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,3,0,0
1930,Group Stage,Argentina,Mexico,42100,9,Home Win,Normal,Montevideo,Uruguay,ARG,Substitute,0,0,0
1930,Group Stage,Argentina,Mexico,42100,9,Home Win,Normal,Montevideo,Uruguay,MEX,Substitute,0,0,0
1930,Group Stage,Brazil,Bolivia,25466,4,Home Win,Normal,Montevideo,Uruguay,BRA,Starter,0,0,0
1930,Group Stage,Brazil,Bolivia,25466,4,Home Win,Normal,Montevideo,Uruguay,BOL,Starter,0,0,0
1930,Group Stage,Brazil,Bolivia,25466,4,Home Win,Normal,Montevideo,Uruguay,BRA,Starter,2,0,0
1930,Group Stage,Brazil,Bolivia,25466,4,Home Win,Normal,Montevideo,Uruguay,BRA,Substitute,0,0,0
1930,Group Stage,Brazil,Bolivia,25466,4,Home Win,Normal,Montevideo,Uruguay,BOL,Substitute,0,0,0
1930,Group Stage,Paraguay,Belgium,12000,1,Home Win,Normal,Montevideo,Uruguay,PAR,Starter,0,0,0
1930,Group Stage,Paraguay,Belgium,12000,1,Home Win,Normal,Montevideo,Uruguay,BEL,Starter,0,0,0
1930,Group Stage,Paraguay,Belgium,12000,1,Home Win,Normal,Montevideo,Uruguay,PAR,Starter,1,0,0
1930,Group Stage,Paraguay,Belgium,12000,1,Home Win,Normal,Montevideo,Uruguay,PAR,Substitute,0,0,0
1930,Group Stage,Paraguay,Belgium,12000,1,Home Win,Normal,Montevideo,Uruguay,BEL,Substitute,0,0,0
1930,Group Stage,Uruguay,Romania,70022,4,Home Win,Normal,Montevideo,Uruguay,URU,Starter,0,0,0
1930,Group Stage,Uruguay,Romania,70022,4,Home Win,Normal,Montevideo,Uruguay,ROU,Starter,0,0,0
1930,Group Stage,Uruguay,Romania,70022,4,Home Win,Normal,Montevideo,Uruguay,URU,Starter,1,0,0
1930,Group Stage,Uruguay,Romania,70022,4,Home Win,Normal,Montevideo,Uruguay,URU,Substitute,0,0,0
1930,Group Stage,Uruguay,Romania,70022,4,Home Win,Normal,Montevideo,Uruguay,ROU,Substitute,0,0,0
1930,Group Stage,Argentina,Chile,41459,4,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,0,0,0
1930,Group Stage,Argentina,Chile,41459,4,Home Win,Normal,Montevideo,Uruguay,CHI,Starter,0,0,0
1930,Group Stage,Argentina,Chile,41459,4,Home Win,Normal,Montevideo,Uruguay,CHI,Starter,1,0,0
1930,Group Stage,Argentina,Chile,41459,4,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,1,0,0
1930,Group Stage,Argentina,Chile,41459,4,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,2,0,0
1930,Group Stage,Argentina,Chile,41459,4,Home Win,Normal,Montevideo,Uruguay,ARG,Substitute,0,0,0
1930,Group Stage,Argentina,Chile,41459,4,Home Win,Normal,Montevideo,Uruguay,CHI,Substitute,0,0,0
1930,Semi-Final,Argentina,USA,72886,7,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,0,0,0
1930,Semi-Final,Argentina,USA,72886,7,Home Win,Normal,Montevideo,Uruguay,USA,Starter,0,0,0
1930,Semi-Final,Argentina,USA,72886,7,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,1,0,0
1930,Semi-Final,Argentina,USA,72886,7,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,2,0,0
1930,Semi-Final,Argentina,USA,72886,7,Home Win,Normal,Montevideo,Uruguay,USA,Starter,1,0,0
1930,Semi-Final,Argentina,USA,72886,7,Home Win,Normal,Montevideo,Uruguay,ARG,Substitute,0,0,0
1930,Semi-Final,Argentina,USA,72886,7,Home Win,Normal,Montevideo,Uruguay,USA,Substitute,0,0,0
1930,Semi-Final,Uruguay,Yugoslavia,79867,7,Home Win,Normal,Montevideo,Uruguay,URU,Starter,0,0,0
1930,Semi-Final,Uruguay,Yugoslavia,79867,7,Home Win,Normal,Montevideo,Uruguay,YUG,Starter,0,0,0
1930,Semi-Final,Uruguay,Yugoslavia,79867,7,Home Win,Normal,Montevideo,Uruguay,URU,Starter,2,0,0
1930,Semi-Final,Uruguay,Yugoslavia,79867,7,Home Win,Normal,Montevideo,Uruguay,URU,Starter,3,0,0
1930,Semi-Final,Uruguay,Yugoslavia,79867,7,Home Win,Normal,Montevideo,Uruguay,URU,Starter,1,0,0
1930,Semi-Final,Uruguay,Yugoslavia,79867,7,Home Win,Normal,Montevideo,Uruguay,YUG,Starter,1,0,0
1930,Semi-Final,Uruguay,Yugoslavia,79867,7,Home Win,Normal,Montevideo,Uruguay,URU,Substitute,0,0,0
1930,Semi-Final,Uruguay,Yugoslavia,79867,7,Home Win,Normal,Montevideo,Uruguay,YUG,Substitute,0,0,0
1930,Final,Uruguay,Argentina,68346,6,Home Win,Normal,Montevideo,Uruguay,URU,Starter,0,0,0
1930,Final,Uruguay,Argentina,68346,6,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,0,0,0
1930,Final,Uruguay,Argentina,68346,6,Home Win,Normal,Montevideo,Uruguay,URU,Starter,1,0,0
1930,Final,Uruguay,Argentina,68346,6,Home Win,Normal,Montevideo,Uruguay,ARG,Starter,1,0,0
1930,Final,Uruguay,Argentina,68346,6,Home Win,Normal,Montevideo,Uruguay,URU,Substitute,0,0,0
1930,Final,Uruguay,Argentina,68346,6,Home Win,Normal,Montevideo,Uruguay,ARG,Substitute,0,0,0
1934,Group Stage,Austria,France,16000,5,Home Win,AET,Turin,Italy,AUT,Starter,0,0,0
1934,Group Stage,Austria,France,16000,5,Home Win,AET,Turin,Italy,FRA,Starter,0,0,0
1934,Group Stage,Austria,France,16000,5,Home Win,AET,Turin,Italy,AUT,Starter,1,0,0
1934,Group Stage,Austria,France,16000,5,Home Win,AET,Turin,Italy,FRA,Starter,1,0,0
1934,Group Stage,Austria,France,16000,5,Home Win,AET,Turin,Italy,AUT,Substitute,0,0,0
1934,Group Stage,Austria,France,16000,5,Home Win,AET,Turin,Italy,FRA,Substitute,0,0,0
1934,Group Stage,Hungary,Egypt,9000,6,Home Win,Normal,Naples,Italy,HUN,Starter,0,0,0
1934,Group Stage,Hungary,Egypt,9000,6,Home Win,Normal,Naples,Italy,EGY,Starter,0,0,0
1934,Group Stage,Hungary,Egypt,9000,6,Home Win,Normal,Naples,Italy,EGY,Starter,2,0,0
1934,Group Stage,Hungary,Egypt,9000,6,Home Win,Normal,Naples,Italy,HUN,Starter,1,0,0
1934,Group Stage,Hungary,Egypt,9000,6,Home Win,Normal,Naples,Italy,HUN,Starter,2,0,0
1934,Group Stage,Hungary,Egypt,9000,6,Home Win,Normal,Naples,Italy,HUN,Substitute,0,0,0
1934,Group Stage,Hungary,Egypt,9000,6,Home Win,Normal,Naples,Italy,EGY,Substitute,0,0,0
1934,Group Stage,Switzerland,Netherlands,33000,5,Home Win,Normal,Milan,Italy,SUI,Starter,0,0,0
1934,Group Stage,Switzerland,Netherlands,33000,5,Home Win,Normal,Milan,Italy,NED,Starter,0,0,0
1934,Group Stage,Switzerland,Netherlands,33000,5,Home Win,Normal,Milan,Italy,NED,Starter,1,0,0
1934,Group Stage,Switzerland,Netherlands,33000,5,Home Win,Normal,Milan,Italy,SUI,Starter,2,0,0
1934,Group Stage,Switzerland,Netherlands,33000,5,Home Win,Normal,Milan,Italy,SUI,Starter,1,0,0
1934,Group Stage,Switzerland,Netherlands,33000,5,Home Win,Normal,Milan,Italy,SUI,Substitute,0,0,0
1934,Group Stage,Switzerland,Netherlands,33000,5,Home Win,Normal,Milan,Italy,NED,Substitute,0,0,0
1934,Group Stage,Sweden,Argentina,14000,5,Home Win,Normal,Bologna,Italy,SWE,Starter,0,0,0
1934,Group Stage,Sweden,Argentina,14000,5,Home Win,Normal,Bologna,Italy,ARG,Starter,0,0,0
1934,Group Stage,Sweden,Argentina,14000,5,Home Win,Normal,Bologna,Italy,ARG,Starter,1,0,0
1934,Group Stage,Sweden,Argentina,14000,5,Home Win,Normal,Bologna,Italy,SWE,Starter,2,0,0
1934,Group Stage,Sweden,Argentina,14000,5,Home Win,Normal,Bologna,Italy,SWE,Starter,1,0,0
1934,Group Stage,Sweden,Argentina,14000,5,Home Win,Normal,Bologna,Italy,SWE,Substitute,0,0,0
1934,Group Stage,Sweden,Argentina,14000,5,Home Win,Normal,Bologna,Italy,ARG,Substitute,0,0,0
1934,Group Stage,Germany,Belgium,8000,7,Home Win,Normal,Florence,Italy,GER,Starter,0,0,0
1934,Group Stage,Germany,Belgium,8000,7,Home Win,Normal,Florence,Italy,BEL,Starter,0,0,0
1934,Group Stage,Germany,Belgium,8000,7,Home Win,Normal,Florence,Italy,GER,Starter,1,0,0
1934,Group Stage,Germany,Belgium,8000,7,Home Win,Normal,Florence,Italy,BEL,Starter,2,0,0
1934,Group Stage,Germany,Belgium,8000,7,Home Win,Normal,Florence,Italy,GER,Starter,3,0,0
1934,Group Stage,Germany,Belgium,8000,7,Home Win,Normal,Florence,Italy,GER,Substitute,0,0,0
1934,Group Stage,Germany,Belgium,8000,7,Home Win,Normal,Florence,Italy,BEL,Substitute,0,0,0
1934,Group Stage,Spain,Brazil,21000,4,Home Win,Normal,Genoa,Italy,ESP,Starter,0,0,0
1934,Group Stage,Spain,Brazil,21000,4,Home Win,Normal,Genoa,Italy,BRA,Starter,0,0,0
1934,Group Stage,Spain,Brazil,21000,4,Home Win,Normal,Genoa,Italy,ESP,Starter,1,0,0
1934,Group Stage,Spain,Brazil,21000,4,Home Win,Normal,Genoa,Italy,BRA,Starter,1,0,0
1934,Group Stage,Spain,Brazil,21000,4,Home Win,Normal,Genoa,Italy,ESP,Substitute,0,0,0
1934,Group Stage,Spain,Brazil,21000,4,Home Win,Normal,Genoa,Italy,BRA,Substitute,0,0,0
1934,Group Stage,Italy,USA,25000,8,Home Win,Normal,Rome,Italy,ITA,Starter,0,0,0
1934,Group Stage,Italy,USA,25000,8,Home Win,Normal,Rome,Italy,USA,Starter,0,0,0
1934,Group Stage,Italy,USA,25000,8,Home Win,Normal,Rome,Italy,ITA,Starter,1,0,0
1934,Group Stage,Italy,USA,25000,8,Home Win,Normal,Rome,Italy,ITA,Starter,3,0,0
1934,Group Stage,Italy,USA,25000,8,Home Win,Normal,Rome,Italy,ITA,Starter,2,0,0
1934,Group Stage,Italy,USA,25000,8,Home Win,Normal,Rome,Italy,USA,Starter,1,0,0
1934,Group Stage,Italy,USA,25000,8,Home Win,Normal,Rome,Italy,ITA,Substitute,0,0,0
1934,Group Stage,Italy,USA,25000,8,Home Win,Normal,Rome,Italy,USA,Substitute,0,0,0
1934,Group Stage,Czechoslovakia,Romania,9000,3,Home Win,Normal,Trieste,Italy,TCH,Starter,0,0,0
1934,Group Stage,Czechoslovakia,Romania,9000,3,Home Win,Normal,Trieste,Italy,ROU,Starter,0,0,0
1934,Group Stage,Czechoslovakia,Romania,9000,3,Home Win,Normal,Trieste,Italy,TCH,Starter,1,0,0
1934,Group Stage,Czechoslovakia,Romania,9000,3,Home Win,Normal,Trieste,Italy,ROU,Starter,1,0,0
1934,Group Stage,Czechoslovakia,Romania,9000,3,Home Win,Normal,Trieste,Italy,TCH,Substitute,0,0,0
1934,Group Stage,Czechoslovakia,Romania,9000,3,Home Win,Normal,Trieste,Italy,ROU,Substitute,0,0,0
1934,Quarter-Final,Czechoslovakia,Switzerland,12000,5,Home Win,Normal,Turin,Italy,TCH,Starter,0,0,0
1934,Quarter-Final,Czechoslovakia,Switzerland,12000,5,Home Win,Normal,Turin,Italy,SUI,Starter,0,0,0
1934,Quarter-Final,Czechoslovakia,Switzerland,12000,5,Home Win,Normal,Turin,Italy,TCH,Starter,1,0,0
1934,Quarter-Final,Czechoslovakia,Switzerland,12000,5,Home Win,Normal,Turin,Italy,SUI,Starter,1,0,0
1934,Quarter-Final,Czechoslovakia,Switzerland,12000,5,Home Win,Normal,Turin,Italy,TCH,Substitute,0,0,0
1934,Quarter-Final,Czechoslovakia,Switzerland,12000,5,Home Win,Normal,Turin,Italy,SUI,Substitute,0,0,0
1934,Quarter-Final,Germany,Sweden,3000,3,Home Win,Normal,Milan,Italy,GER,Starter,0,0,0
1934,Quarter-Final,Germany,Sweden,3000,3,Home Win,Normal,Milan,Italy,SWE,Starter,0,0,0
1934,Quarter-Final,Germany,Sweden,3000,3,Home Win,Normal,Milan,Italy,GER,Starter,2,0,0
1934,Quarter-Final,Germany,Sweden,3000,3,Home Win,Normal,Milan,Italy,SWE,Starter,1,0,0
1934,Quarter-Final,Germany,Sweden,3000,3,Home Win,Normal,Milan,Italy,GER,Substitute,0,0,0
1934,Quarter-Final,Germany,Sweden,3000,3,Home Win,Normal,Milan,Italy,SWE,Substitute,0,0,0
1934,Quarter-Final,Italy,Spain,35000,2,Draw,Normal,Florence,Italy,ITA,Starter,0,0,0
1934,Quarter-Final,Italy,Spain,35000,2,Draw,Normal,Florence,Italy,ESP,Starter,0,0,0
1934,Quarter-Final,Italy,Spain,35000,2,Draw,Normal,Florence,Italy,ITA,Starter,1,0,0
1934,Quarter-Final,Italy,Spain,35000,2,Draw,Normal,Florence,Italy,ESP,Starter,1,0,0
1934,Quarter-Final,Italy,Spain,35000,2,Draw,Normal,Florence,Italy,ITA,Substitute,0,0,0
1934,Quarter-Final,Italy,Spain,35000,2,Draw,Normal,Florence,Italy,ESP,Substitute,0,0,0
1934,Quarter-Final,Austria,Hungary,23000,3,Home Win,Normal,Bologna,Italy,AUT,Starter,0,0,0
1934,Quarter-Final,Austria,Hungary,23000,3,Home Win,Normal,Bologna,Italy,HUN,Starter,0,0,0
1934,Quarter-Final,Austria,Hungary,23000,3,Home Win,Normal,Bologna,Italy,AUT,Starter,1,0,0
1934,Quarter-Final,Austria,Hungary,23000,3,Home Win,Normal,Bologna,Italy,HUN,Starter,0,0,1
1934,Quarter-Final,Austria,Hungary,23000,3,Home Win,Normal,Bologna,Italy,AUT,Substitute,0,0,0
1934,Quarter-Final,Austria,Hungary,23000,3,Home Win,Normal,Bologna,Italy,HUN,Substitute,0,0,0
1934,Quarter-Final,Italy,Spain,43000,1,Home Win,Normal,Florence,Italy,ITA,Starter,0,0,0
1934,Quarter-Final,Italy,Spain,43000,1,Home Win,Normal,Florence,Italy,ESP,Starter,0,0,0
1934,Quarter-Final,Italy,Spain,43000,1,Home Win,Normal,Florence,Italy,ITA,Starter,1,0,0
1934,Quarter-Final,Italy,Spain,43000,1,Home Win,Normal,Florence,Italy,ITA,Substitute,0,0,0
1934,Quarter-Final,Italy,Spain,43000,1,Home Win,Normal,Florence,Italy,ESP,Substitute,0,0,0
1934,Semi-Final,Italy,Austria,35000,1,Home Win,Normal,Milan,Italy,ITA,Starter,0,0,0
1934,Semi-Final,Italy,Austria,35000,1,Home Win,Normal,Milan,Italy,AUT,Starter,0,0,0
1934,Semi-Final,Italy,Austria,35000,1,Home Win,Normal,Milan,Italy,ITA,Starter,1,0,0
1934,Semi-Final,Italy,Austria,35000,1,Home Win,Normal,Milan,Italy,ITA,Substitute,0,0,0
1934,Semi-Final,Italy,Austria,35000,1,Home Win,Normal,Milan,Italy,AUT,Substitute,0,0,0
1934,Semi-Final,Czechoslovakia,Germany,15000,4,Home Win,Normal,Rome,Italy,TCH,Starter,0,0,0
1934,Semi-Final,Czechoslovakia,Germany,15000,4,Home Win,Normal,Rome,Italy,GER,Starter,0,0,0
1934,Semi-Final,Czechoslovakia,Germany,15000,4,Home Win,Normal,Rome,Italy,GER,Starter,1,0,0
1934,Semi-Final,Czechoslovakia,Germany,15000,4,Home Win,Normal,Rome,Italy,TCH,Starter,3,0,0
1934,Semi-Final,Czechoslovakia,Germany,15000,4,Home Win,Normal,Rome,Italy,TCH,Substitute,0,0,0
1934,Semi-Final,Czechoslovakia,Germany,15000,4,Home Win,Normal,Rome,Italy,GER,Substitute,0,0,0
1934,Third Place,Germany,Austria,7000,5,Home Win,Normal,Naples,Italy,GER,Starter,0,0,0
1934,Third Place,Germany,Austria,7000,5,Home Win,Normal,Naples,Italy,AUT,Starter,0,0,0
1934,Third Place,Germany,Austria,7000,5,Home Win,Normal,Naples,Italy,GER,Starter,2,0,0
1934,Third Place,Germany,Austria,7000,5,Home Win,Normal,Naples,Italy,AUT,Starter,1,0,0
1934,Third Place,Germany,Austria,7000,5,Home Win,Normal,Naples,Italy,GER,Starter,1,0,0
1934,Third Place,Germany,Austria,7000,5,Home Win,Normal,Naples,Italy,GER,Substitute,0,0,0
1934,Third Place,Germany,Austria,7000,5,Home Win,Normal,Naples,Italy,AUT,Substitute,0,0,0
1934,Final,Italy,Czechoslovakia,55000,3,Home Win,AET,Rome,Italy,ITA,Starter,0,0,0
1934,Final,Italy,Czechoslovakia,55000,3,Home Win,AET,Rome,Italy,TCH,Starter,0,0,0
1934,Final,Italy,Czechoslovakia,55000,3,Home Win,AET,Rome,Italy,ITA,Starter,1,0,0
1934,Final,Italy,Czechoslovakia,55000,3,Home Win,AET,Rome,Italy,TCH,Starter,1,0,0
1934,Final,Italy,Czechoslovakia,55000,3,Home Win,AET,Rome,Italy,ITA,Substitute,0,0,0
1934,Final,Italy,Czechoslovakia,55000,3,Home Win,AET,Rome,Italy,TCH,Substitute,0,0,0
1938,Group Stage,Switzerland,Germany,27152,2,Draw,Normal,Paris,France,SUI,Starter,0,0,0
1938,Group Stage,Switzerland,Germany,27152,2,Draw,Normal,Paris,France,GER,Starter,0,0,0
1938,Group Stage,Switzerland,Germany,27152,2,Draw,Normal,Paris,France,GER,Starter,1,0,0
1938,Group Stage,Switzerland,Germany,27152,2,Draw,Normal,Paris,France,GER,Starter,0,0,1
1938,Group Stage,Switzerland,Germany,27152,2,Draw,Normal,Paris,France,SUI,Starter,1,0,0
1938,Group Stage,Switzerland,Germany,27152,2,Draw,Normal,Paris,France,SUI,Substitute,0,0,0
1938,Group Stage,Switzerland,Germany,27152,2,Draw,Normal,Paris,France,GER,Substitute,0,0,0
1938,Group Stage,Hungary,Dutch East Indies,9000,6,Home Win,Normal,Reims,France,HUN,Starter,0,0,0
1938,Group Stage,Hungary,Dutch East Indies,9000,6,Home Win,Normal,Reims,France,INH,Starter,0,0,0
1938,Group Stage,Hungary,Dutch East Indies,9000,6,Home Win,Normal,Reims,France,HUN,Starter,1,0,0
1938,Group Stage,Hungary,Dutch East Indies,9000,6,Home Win,Normal,Reims,France,HUN,Starter,2,0,0
1938,Group Stage,Hungary,Dutch East Indies,9000,6,Home Win,Normal,Reims,France,HUN,Substitute,0,0,0
1938,Group Stage,Hungary,Dutch East Indies,9000,6,Home Win,Normal,Reims,France,INH,Substitute,0,0,0
1938,Group Stage,France,Belgium,30454,4,Home Win,Normal,Colombes,France,FRA,Starter,0,0,0
1938,Group Stage,France,Belgium,30454,4,Home Win,Normal,Colombes,France,BEL,Starter,0,0,0
1938,Group Stage,France,Belgium,30454,4,Home Win,Normal,Colombes,France,FRA,Starter,2,0,0
1938,Group Stage,France,Belgium,30454,4,Home Win,Normal,Colombes,France,BEL,Starter,1,0,0
1938,Group Stage,France,Belgium,30454,4,Home Win,Normal,Colombes,France,FRA,Starter,1,0,0
1938,Group Stage,France,Belgium,30454,4,Home Win,Normal,Colombes,France,FRA,Substitute,0,0,0
1938,Group Stage,France,Belgium,30454,4,Home Win,Normal,Colombes,France,BEL,Substitute,0,0,0
1938,Group Stage,Cuba,Romania,7000,6,Draw,Normal,Toulouse,France,CUB,Starter,0,0,0
1938,Group Stage,Cuba,Romania,7000,6,Draw,Normal,Toulouse,France,ROU,Starter,0,0,0
1938,Group Stage,Cuba,Romania,7000,6,Draw,Normal,Toulouse,France,ROU,Starter,1,0,0
1938,Group Stage,Cuba,Romania,7000,6,Draw,Normal,Toulouse,France,CUB,Starter,2,0,0
1938,Group Stage,Cuba,Romania,7000,6,Draw,Normal,Toulouse,France,CUB,Starter,1,0,0
1938,Group Stage,Cuba,Romania,7000,6,Draw,Normal,Toulouse,France,CUB,Substitute,0,0,0
1938,Group Stage,Cuba,Romania,7000,6,Draw,Normal,Toulouse,France,ROU,Substitute,0,0,0
1938,Group Stage,Italy,Norway,19000,3,Home Win,AET,Marseilles,France,ITA,Starter,0,0,0
1938,Group Stage,Italy,Norway,19000,3,Home Win,AET,Marseilles,France,NOR,Starter,0,0,0
1938,Group Stage,Italy,Norway,19000,3,Home Win,AET,Marseilles,France,ITA,Starter,1,0,0
1938,Group Stage,Italy,Norway,19000,3,Home Win,AET,Marseilles,France,NOR,Starter,1,0,0
