Year,Stage,Home_Team,Away_Team,Attendance,Total_Goals,Match_Result,Win_Conditions,Venue_City,Host_Nation,Player_Team,Lineup,Goals_Scored,Yellow_Cards,Red_Cards
1954,Group Stage,Switzerland,Italy,30000,5,Home Win,Normal,Basel,Switzerland,SUI,Starter,0,0,0
1954,Group Stage,Switzerland,Italy,30000,5,Home Win,Normal,Basel,Switzerland,ITA,Starter,0,0,0
1954,Group Stage,Switzerland,Italy,30000,5,Home Win,Normal,Basel,Switzerland,ITA,Starter,1,0,0
1954,Group Stage,Switzerland,Italy,30000,5,Home Win,Normal,Basel,Switzerland,SUI,Starter,1,0,0
1954,Group Stage,Switzerland,Italy,30000,5,Home Win,Normal,Basel,Switzerland,SUI,Starter,2,0,0
1954,Group Stage,Switzerland,Italy,30000,5,Home Win,Normal,Basel,Switzerland,SUI,Substitute,0,0,0
1954,Group Stage,Switzerland,Italy,30000,5,Home Win,Normal,Basel,Switzerland,ITA,Substitute,0,0,0
1954,Quarter-Final,Uruguay,England,28000,6,Home Win,Normal,Basel,Switzerland,URU,Starter,0,0,0
1954,Quarter-Final,Uruguay,England,28000,6,Home Win,Normal,Basel,Switzerland,ENG,Starter,0,0,0
1954,Quarter-Final,Uruguay,England,28000,6,Home Win,Normal,Basel,Switzerland,URU,Starter,1,0,0
1954,Quarter-Final,Uruguay,England,28000,6,Home Win,Normal,Basel,Switzerland,ENG,Starter,1,0,0
1954,Quarter-Final,Uruguay,England,28000,6,Home Win,Normal,Basel,Switzerland,URU,Substitute,0,0,0
1954,Quarter-Final,Uruguay,England,28000,6,Home Win,Normal,Basel,Switzerland,ENG,Substitute,0,0,0
1954,Quarter-Final,Austria,Switzerland,35000,12,Home Win,Normal,Lausanne,Switzerland,AUT,Starter,0,0,0
1954,Quarter-Final,Austria,Switzerland,35000,12,Home Win,Normal,Lausanne,Switzerland,SUI,Starter,0,0,0
1954,Quarter-Final,Austria,Switzerland,35000,12,Home Win,Normal,Lausanne,Switzerland,AUT,Starter,1,0,0
1954,Quarter-Final,Austria,Switzerland,35000,12,Home Win,Normal,Lausanne,Switzerland,AUT,Starter,3,0,0
1954,Quarter-Final,Austria,Switzerland,35000,12,Home Win,Normal,Lausanne,Switzerland,SUI,Starter,2,0,0
1954,Quarter-Final,Austria,Switzerland,35000,12,Home Win,Normal,Lausanne,Switzerland,AUT,Starter,2,0,0
1954,Quarter-Final,Austria,Switzerland,35000,12,Home Win,Normal,Lausanne,Switzerland,SUI,Starter,3,0,0
1954,Quarter-Final,Austria,Switzerland,35000,12,Home Win,Normal,Lausanne,Switzerland,AUT,Substitute,0,0,0
1954,Quarter-Final,Austria,Switzerland,35000,12,Home Win,Normal,Lausanne,Switzerland,SUI,Substitute,0,0,0
1954,Quarter-Final,West Germany,Yugoslavia,17000,2,Home Win,Normal,Geneva,Switzerland,FRG,Starter,0,0,0
1954,Quarter-Final,West Germany,Yugoslavia,17000,2,Home Win,Normal,Geneva,Switzerland,YUG,Starter,0,0,0
1954,Quarter-Final,West Germany,Yugoslavia,17000,2,Home Win,Normal,Geneva,Switzerland,FRG,Starter,1,0,0
1954,Quarter-Final,West Germany,Yugoslavia,17000,2,Home Win,Normal,Geneva,Switzerland,FRG,Substitute,0,0,0
1954,Quarter-Final,West Germany,Yugoslavia,17000,2,Home Win,Normal,Geneva,Switzerland,YUG,Substitute,0,0,0
1954,Quarter-Final,Hungary,Brazil,40000,6,Home Win,Normal,Berne,Switzerland,HUN,Starter,0,0,0
1954,Quarter-Final,Hungary,Brazil,40000,6,Home Win,Normal,Berne,Switzerland,BRA,Starter,0,0,0
1954,Quarter-Final,Hungary,Brazil,40000,6,Home Win,Normal,Berne,Switzerland,BRA,Starter,0,0,1
1954,Quarter-Final,Hungary,Brazil,40000,6,Home Win,Normal,Berne,Switzerland,HUN,Starter,0,0,1
1954,Quarter-Final,Hungary,Brazil,40000,6,Home Win,Normal,Berne,Switzerland,BRA,Starter,1,0,0
1954,Quarter-Final,Hungary,Brazil,40000,6,Home Win,Normal,Berne,Switzerland,HUN,Starter,2,0,0
1954,Quarter-Final,Hungary,Brazil,40000,6,Home Win,Normal,Berne,Switzerland,HUN,Starter,1,0,0
1954,Quarter-Final,Hungary,Brazil,40000,6,Home Win,Normal,Berne,Switzerland,HUN,Substitute,0,0,0
1954,Quarter-Final,Hungary,Brazil,40000,6,Home Win,Normal,Berne,Switzerland,BRA,Substitute,0,0,0
1954,Semi-Final,West Germany,Austria,58000,7,Home Win,Normal,Basel,Switzerland,FRG,Starter,0,0,0
1954,Semi-Final,West Germany,Austria,58000,7,Home Win,Normal,Basel,Switzerland,AUT,Starter,0,0,0
1954,Semi-Final,West Germany,Austria,58000,7,Home Win,Normal,Basel,Switzerland,FRG,Starter,1,0,0
1954,Semi-Final,West Germany,Austria,58000,7,Home Win,Normal,Basel,Switzerland,FRG,Starter,2,0,0
1954,Semi-Final,West Germany,Austria,58000,7,Home Win,Normal,Basel,Switzerland,AUT,Starter,1,0,0
1954,Semi-Final,West Germany,Austria,58000,7,Home Win,Normal,Basel,Switzerland,FRG,Substitute,0,0,0
1954,Semi-Final,West Germany,Austria,58000,7,Home Win,Normal,Basel,Switzerland,AUT,Substitute,0,0,0
1954,Semi-Final,Hungary,Uruguay,45000,6,Home Win,AET,Lausanne,Switzerland,HUN,Starter,0,0,0
1954,Semi-Final,Hungary,Uruguay,45000,6,Home Win,AET,Lausanne,Switzerland,URU,Starter,0,0,0
1954,Semi-Final,Hungary,Uruguay,45000,6,Home Win,AET,Lausanne,Switzerland,URU,Starter,2,0,0
1954,Semi-Final,Hungary,Uruguay,45000,6,Home Win,AET,Lausanne,Switzerland,HUN,Starter,2,0,0
1954,Semi-Final,Hungary,Uruguay,45000,6,Home Win,AET,Lausanne,Switzerland,HUN,Starter,1,0,0
1954,Semi-Final,Hungary,Uruguay,45000,6,Home Win,AET,Lausanne,Switzerland,HUN,Substitute,0,0,0
1954,Semi-Final,Hungary,Uruguay,45000,6,Home Win,AET,Lausanne,Switzerland,URU,Substitute,0,0,0
1954,Third Place,Austria,Uruguay,32000,4,Home Win,Normal,Zurich,Switzerland,AUT,Starter,0,0,0
1954,Third Place,Austria,Uruguay,32000,4,Home Win,Normal,Zurich,Switzerland,URU,Starter,0,0,0
1954,Third Place,Austria,Uruguay,32000,4,Home Win,Normal,Zurich,Switzerland,AUT,Starter,1,0,0
1954,Third Place,Austria,Uruguay,32000,4,Home Win,Normal,Zurich,Switzerland,URU,Starter,1,0,0
1954,Third Place,Austria,Uruguay,32000,4,Home Win,Normal,Zurich,Switzerland,AUT,Substitute,0,0,0
1954,Third Place,Austria,Uruguay,32000,4,Home Win,Normal,Zurich,Switzerland,URU,Substitute,0,0,0
1954,Final,West Germany,Hungary,62500,5,Home Win,Normal,Berne,Switzerland,FRG,Starter,0,0,0
1954,Final,West Germany,Hungary,62500,5,Home Win,Normal,Berne,Switzerland,HUN,Starter,0,0,0
1954,Final,West Germany,Hungary,62500,5,Home Win,Normal,Berne,Switzerland,FRG,Starter,2,0,0
1954,Final,West Germany,Hungary,62500,5,Home Win,Normal,Berne,Switzerland,FRG,Starter,1,0,0
1954,Final,West Germany,Hungary,62500,5,Home Win,Normal,Berne,Switzerland,HUN,Starter,1,0,0
1954,Final,West Germany,Hungary,62500,5,Home Win,Normal,Berne,Switzerland,FRG,Substitute,0,0,0
1954,Final,West Germany,Hungary,62500,5,Home Win,Normal,Berne,Switzerland,HUN,Substitute,0,0,0
1958,Group Stage,Sweden,Mexico,34107,3,Home Win,Normal,Solna,Sweden,SWE,Starter,0,0,0
1958,Group Stage,Sweden,Mexico,34107,3,Home Win,Normal,Solna,Sweden,MEX,Starter,0,0,0
1958,Group Stage,Sweden,Mexico,34107,3,Home Win,Normal,Solna,Sweden,SWE,Starter,2,0,0
1958,Group Stage,Sweden,Mexico,34107,3,Home Win,Normal,Solna,Sweden,SWE,Substitute,0,0,0
1958,Group Stage,Sweden,Mexico,34107,3,Home Win,Normal,Solna,Sweden,MEX,Substitute,0,0,0
1958,Group Stage,Soviet Union,England,49348,4,Draw,Normal,Gothenburg,Sweden,URS,Starter,0,0,0
1958,Group Stage,Soviet Union,England,49348,4,Draw,Normal,Gothenburg,Sweden,ENG,Starter,0,0,0
1958,Group Stage,Soviet Union,England,49348,4,Draw,Normal,Gothenburg,Sweden,URS,Starter,1,0,0
1958,Group Stage,Soviet Union,England,49348,4,Draw,Normal,Gothenburg,Sweden,ENG,Starter,1,0,0
1958,Group Stage,Soviet Union,England,49348,4,Draw,Normal,Gothenburg,Sweden,URS,Substitute,0,0,0
1958,Group Stage,Soviet Union,England,49348,4,Draw,Normal,Gothenburg,Sweden,ENG,Substitute,0,0,0
1958,Group Stage,Argentina,West Germany,31156,4,Away Win,Normal,Malm�,Sweden,ARG,Starter,0,0,0
1958,Group Stage,Argentina,West Germany,31156,4,Away Win,Normal,Malm�,Sweden,FRG,Starter,0,0,0
1958,Group Stage,Argentina,West Germany,31156,4,Away Win,Normal,Malm�,Sweden,ARG,Starter,1,0,0
1958,Group Stage,Argentina,West Germany,31156,4,Away Win,Normal,Malm�,Sweden,FRG,Starter,2,0,0
1958,Group Stage,Argentina,West Germany,31156,4,Away Win,Normal,Malm�,Sweden,FRG,Starter,1,0,0
1958,Group Stage,Argentina,West Germany,31156,4,Away Win,Normal,Malm�,Sweden,ARG,Substitute,0,0,0
1958,Group Stage,Argentina,West Germany,31156,4,Away Win,Normal,Malm�,Sweden,FRG,Substitute,0,0,0
1958,Group Stage,Hungary,Wales,15343,2,Draw,Normal,Sandviken,Sweden,HUN,Starter,0,0,0
1958,Group Stage,Hungary,Wales,15343,2,Draw,Normal,Sandviken,Sweden,WAL,Starter,0,0,0
1958,Group Stage,Hungary,Wales,15343,2,Draw,Normal,Sandviken,Sweden,HUN,Starter,1,0,0
1958,Group Stage,Hungary,Wales,15343,2,Draw,Normal,Sandviken,Sweden,WAL,Starter,1,0,0
1958,Group Stage,Hungary,Wales,15343,2,Draw,Normal,Sandviken,Sweden,HUN,Substitute,0,0,0
1958,Group Stage,Hungary,Wales,15343,2,Draw,Normal,Sandviken,Sweden,WAL,Substitute,0,0,0
1958,Group Stage,France,Paraguay,16518,10,Home Win,Normal,Norrk�Ping,Sweden,FRA,Starter,0,0,0
1958,Group Stage,France,Paraguay,16518,10,Home Win,Normal,Norrk�Ping,Sweden,PAR,Starter,0,0,0
1958,Group Stage,France,Paraguay,16518,10,Home Win,Normal,Norrk�Ping,Sweden,FRA,Starter,3,0,0
1958,Group Stage,France,Paraguay,16518,10,Home Win,Normal,Norrk�Ping,Sweden,FRA,Starter,1,0,0
1958,Group Stage,France,Paraguay,16518,10,Home Win,Normal,Norrk�Ping,Sweden,PAR,Starter,1,0,0
1958,Group Stage,France,Paraguay,16518,10,Home Win,Normal,Norrk�Ping,Sweden,FRA,Substitute,0,0,0
1958,Group Stage,France,Paraguay,16518,10,Home Win,Normal,Norrk�Ping,Sweden,PAR,Substitute,0,0,0
1958,Group Stage,Yugoslavia,Scotland,9591,2,Draw,Normal,Vasteras,Sweden,YUG,Starter,0,0,0
1958,Group Stage,Yugoslavia,Scotland,9591,2,Draw,Normal,Vasteras,Sweden,SCO,Starter,0,0,0
1958,Group Stage,Yugoslavia,Scotland,9591,2,Draw,Normal,Vasteras,Sweden,YUG,Starter,1,0,0
1958,Group Stage,Yugoslavia,Scotland,9591,2,Draw,Normal,Vasteras,Sweden,SCO,Starter,1,0,0
1958,Group Stage,Yugoslavia,Scotland,9591,2,Draw,Normal,Vasteras,Sweden,YUG,Substitute,0,0,0
1958,Group Stage,Yugoslavia,Scotland,9591,2,Draw,Normal,Vasteras,Sweden,SCO,Substitute,0,0,0
1958,Group Stage,Brazil,Austria,17788,3,Home Win,Normal,Udevalla,Sweden,BRA,Starter,0,0,0
1958,Group Stage,Brazil,Austria,17788,3,Home Win,Normal,Udevalla,Sweden,AUT,Starter,0,0,0
1958,Group Stage,Brazil,Austria,17788,3,Home Win,Normal,Udevalla,Sweden,BRA,Starter,1,0,0
1958,Group Stage,Brazil,Austria,17788,3,Home Win,Normal,Udevalla,Sweden,BRA,Starter,2,0,0
1958,Group Stage,Brazil,Austria,17788,3,Home Win,Normal,Udevalla,Sweden,BRA,Substitute,0,0,0
1958,Group Stage,Brazil,Austria,17788,3,Home Win,Normal,Udevalla,Sweden,AUT,Substitute,0,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,10647,1,Home Win,Normal,Halmstad,Sweden,NIR,Starter,0,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,10647,1,Home Win,Normal,Halmstad,Sweden,TCH,Starter,0,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,10647,1,Home Win,Normal,Halmstad,Sweden,NIR,Starter,1,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,10647,1,Home Win,Normal,Halmstad,Sweden,NIR,Substitute,0,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,10647,1,Home Win,Normal,Halmstad,Sweden,TCH,Substitute,0,0,0
1958,Group Stage,Brazil,England,40895,0,Draw,Normal,Gothenburg,Sweden,BRA,Starter,0,0,0
1958,Group Stage,Brazil,England,40895,0,Draw,Normal,Gothenburg,Sweden,ENG,Starter,0,0,0
1958,Group Stage,Brazil,England,40895,0,Draw,Normal,Gothenburg,Sweden,BRA,Substitute,0,0,0
1958,Group Stage,Brazil,England,40895,0,Draw,Normal,Gothenburg,Sweden,ENG,Substitute,0,0,0
1958,Group Stage,Mexico,Wales,15150,2,Draw,Normal,Solna,Sweden,MEX,Starter,0,0,0
1958,Group Stage,Mexico,Wales,15150,2,Draw,Normal,Solna,Sweden,WAL,Starter,0,0,0
1958,Group Stage,Mexico,Wales,15150,2,Draw,Normal,Solna,Sweden,WAL,Starter,1,0,0
1958,Group Stage,Mexico,Wales,15150,2,Draw,Normal,Solna,Sweden,MEX,Starter,1,0,0
1958,Group Stage,Mexico,Wales,15150,2,Draw,Normal,Solna,Sweden,MEX,Substitute,0,0,0
1958,Group Stage,Mexico,Wales,15150,2,Draw,Normal,Solna,Sweden,WAL,Substitute,0,0,0
1958,Group Stage,Paraguay,Scotland,11665,5,Home Win,Normal,Norrk�Ping,Sweden,PAR,Starter,0,0,0
1958,Group Stage,Paraguay,Scotland,11665,5,Home Win,Normal,Norrk�Ping,Sweden,SCO,Starter,0,0,0
1958,Group Stage,Paraguay,Scotland,11665,5,Home Win,Normal,Norrk�Ping,Sweden,PAR,Starter,1,0,0
1958,Group Stage,Paraguay,Scotland,11665,5,Home Win,Normal,Norrk�Ping,Sweden,SCO,Starter,1,0,0
1958,Group Stage,Paraguay,Scotland,11665,5,Home Win,Normal,Norrk�Ping,Sweden,PAR,Substitute,0,0,0
1958,Group Stage,Paraguay,Scotland,11665,5,Home Win,Normal,Norrk�Ping,Sweden,SCO,Substitute,0,0,0
1958,Group Stage,Yugoslavia,France,12217,5,Home Win,Normal,Vasteras,Sweden,YUG,Starter,0,0,0
1958,Group Stage,Yugoslavia,France,12217,5,Home Win,Normal,Vasteras,Sweden,FRA,Starter,0,0,0
1958,Group Stage,Yugoslavia,France,12217,5,Home Win,Normal,Vasteras,Sweden,FRA,Starter,2,0,0
1958,Group Stage,Yugoslavia,France,12217,5,Home Win,Normal,Vasteras,Sweden,YUG,Starter,1,0,0
1958,Group Stage,Yugoslavia,France,12217,5,Home Win,Normal,Vasteras,Sweden,YUG,Starter,2,0,0
1958,Group Stage,Yugoslavia,France,12217,5,Home Win,Normal,Vasteras,Sweden,YUG,Substitute,0,0,0
1958,Group Stage,Yugoslavia,France,12217,5,Home Win,Normal,Vasteras,Sweden,FRA,Substitute,0,0,0
1958,Group Stage,Soviet Union,Austria,21239,2,Home Win,Normal,Boras,Sweden,URS,Starter,0,0,0
1958,Group Stage,Soviet Union,Austria,21239,2,Home Win,Normal,Boras,Sweden,AUT,Starter,0,0,0
1958,Group Stage,Soviet Union,Austria,21239,2,Home Win,Normal,Boras,Sweden,URS,Starter,1,0,0
1958,Group Stage,Soviet Union,Austria,21239,2,Home Win,Normal,Boras,Sweden,URS,Substitute,0,0,0
1958,Group Stage,Soviet Union,Austria,21239,2,Home Win,Normal,Boras,Sweden,AUT,Substitute,0,0,0
1958,Group Stage,West Germany,Czechoslovakia,25000,4,Draw,Normal,Helsingborg,Sweden,FRG,Starter,0,0,0
1958,Group Stage,West Germany,Czechoslovakia,25000,4,Draw,Normal,Helsingborg,Sweden,TCH,Starter,0,0,0
1958,Group Stage,West Germany,Czechoslovakia,25000,4,Draw,Normal,Helsingborg,Sweden,FRG,Starter,1,0,0
1958,Group Stage,West Germany,Czechoslovakia,25000,4,Draw,Normal,Helsingborg,Sweden,TCH,Starter,1,0,0
1958,Group Stage,West Germany,Czechoslovakia,25000,4,Draw,Normal,Helsingborg,Sweden,FRG,Substitute,0,0,0
1958,Group Stage,West Germany,Czechoslovakia,25000,4,Draw,Normal,Helsingborg,Sweden,TCH,Substitute,0,0,0
1958,Group Stage,Argentina,Northern Ireland,14174,4,Home Win,Normal,Halmstad,Sweden,ARG,Starter,0,0,0
1958,Group Stage,Argentina,Northern Ireland,14174,4,Home Win,Normal,Halmstad,Sweden,NIR,Starter,0,0,0
1958,Group Stage,Argentina,Northern Ireland,14174,4,Home Win,Normal,Halmstad,Sweden,ARG,Starter,1,0,0
1958,Group Stage,Argentina,Northern Ireland,14174,4,Home Win,Normal,Halmstad,Sweden,NIR,Starter,1,0,0
1958,Group Stage,Argentina,Northern Ireland,14174,4,Home Win,Normal,Halmstad,Sweden,ARG,Substitute,0,0,0
1958,Group Stage,Argentina,Northern Ireland,14174,4,Home Win,Normal,Halmstad,Sweden,NIR,Substitute,0,0,0
1958,Group Stage,Sweden,Hungary,38850,3,Home Win,Normal,Solna,Sweden,SWE,Starter,0,0,0
1958,Group Stage,Sweden,Hungary,38850,3,Home Win,Normal,Solna,Sweden,HUN,Starter,0,0,0
1958,Group Stage,Sweden,Hungary,38850,3,Home Win,Normal,Solna,Sweden,SWE,Starter,2,0,0
1958,Group Stage,Sweden,Hungary,38850,3,Home Win,Normal,Solna,Sweden,HUN,Starter,1,0,0
1958,Group Stage,Sweden,Hungary,38850,3,Home Win,Normal,Solna,Sweden,SWE,Substitute,0,0,0
1958,Group Stage,Sweden,Hungary,38850,3,Home Win,Normal,Solna,Sweden,HUN,Substitute,0,0,0
1958,Group Stage,Sweden,Wales,30287,0,Draw,Normal,Solna,Sweden,SWE,Starter,0,0,0
1958,Group Stage,Sweden,Wales,30287,0,Draw,Normal,Solna,Sweden,WAL,Starter,0,0,0
1958,Group Stage,Sweden,Wales,30287,0,Draw,Normal,Solna,Sweden,SWE,Substitute,0,0,0
1958,Group Stage,Sweden,Wales,30287,0,Draw,Normal,Solna,Sweden,WAL,Substitute,0,0,0
1958,Group Stage,Brazil,Soviet Union,50928,2,Home Win,Normal,Gothenburg,Sweden,BRA,Starter,0,0,0
1958,Group Stage,Brazil,Soviet Union,50928,2,Home Win,Normal,Gothenburg,Sweden,URS,Starter,0,0,0
1958,Group Stage,Brazil,Soviet Union,50928,2,Home Win,Normal,Gothenburg,Sweden,BRA,Starter,2,0,0
1958,Group Stage,Brazil,Soviet Union,50928,2,Home Win,Normal,Gothenburg,Sweden,BRA,Substitute,0,0,0
1958,Group Stage,Brazil,Soviet Union,50928,2,Home Win,Normal,Gothenburg,Sweden,URS,Substitute,0,0,0
1958,Group Stage,West Germany,Northern Ireland,21990,4,Draw,Normal,Malm�,Sweden,FRG,Starter,0,0,0
1958,Group Stage,West Germany,Northern Ireland,21990,4,Draw,Normal,Malm�,Sweden,NIR,Starter,0,0,0
1958,Group Stage,West Germany,Northern Ireland,21990,4,Draw,Normal,Malm�,Sweden,FRG,Starter,1,0,0
1958,Group Stage,West Germany,Northern Ireland,21990,4,Draw,Normal,Malm�,Sweden,NIR,Starter,2,0,0
1958,Group Stage,West Germany,Northern Ireland,21990,4,Draw,Normal,Malm�,Sweden,FRG,Substitute,0,0,0
1958,Group Stage,West Germany,Northern Ireland,21990,4,Draw,Normal,Malm�,Sweden,NIR,Substitute,0,0,0
1958,Group Stage,Hungary,Mexico,13300,4,Home Win,Normal,Sandviken,Sweden,HUN,Starter,0,0,0
1958,Group Stage,Hungary,Mexico,13300,4,Home Win,Normal,Sandviken,Sweden,MEX,Starter,0,0,0
1958,Group Stage,Hungary,Mexico,13300,4,Home Win,Normal,Sandviken,Sweden,HUN,Starter,2,0,0
1958,Group Stage,Hungary,Mexico,13300,4,Home Win,Normal,Sandviken,Sweden,HUN,Starter,1,0,0
1958,Group Stage,Hungary,Mexico,13300,4,Home Win,Normal,Sandviken,Sweden,HUN,Substitute,0,0,0
1958,Group Stage,Hungary,Mexico,13300,4,Home Win,Normal,Sandviken,Sweden,MEX,Substitute,0,0,0
1958,Group Stage,Paraguay,Yugoslavia,13103,6,Draw,Normal,Eskilstuna,Sweden,PAR,Starter,0,0,0
1958,Group Stage,Paraguay,Yugoslavia,13103,6,Draw,Normal,Eskilstuna,Sweden,YUG,Starter,0,0,0
1958,Group Stage,Paraguay,Yugoslavia,13103,6,Draw,Normal,Eskilstuna,Sweden,PAR,Starter,1,0,0
1958,Group Stage,Paraguay,Yugoslavia,13103,6,Draw,Normal,Eskilstuna,Sweden,YUG,Starter,1,0,0
1958,Group Stage,Paraguay,Yugoslavia,13103,6,Draw,Normal,Eskilstuna,Sweden,PAR,Substitute,0,0,0
1958,Group Stage,Paraguay,Yugoslavia,13103,6,Draw,Normal,Eskilstuna,Sweden,YUG,Substitute,0,0,0
1958,Group Stage,France,Scotland,13554,3,Home Win,Normal,Orebro,Sweden,FRA,Starter,0,0,0
1958,Group Stage,France,Scotland,13554,3,Home Win,Normal,Orebro,Sweden,SCO,Starter,0,0,0
1958,Group Stage,France,Scotland,13554,3,Home Win,Normal,Orebro,Sweden,FRA,Starter,1,0,0
1958,Group Stage,France,Scotland,13554,3,Home Win,Normal,Orebro,Sweden,SCO,Starter,1,0,0
1958,Group Stage,France,Scotland,13554,3,Home Win,Normal,Orebro,Sweden,FRA,Substitute,0,0,0
1958,Group Stage,France,Scotland,13554,3,Home Win,Normal,Orebro,Sweden,SCO,Substitute,0,0,0
1958,Group Stage,England,Austria,15872,4,Draw,Normal,Boras,Sweden,ENG,Starter,0,0,0
1958,Group Stage,England,Austria,15872,4,Draw,Normal,Boras,Sweden,AUT,Starter,0,0,0
1958,Group Stage,England,Austria,15872,4,Draw,Normal,Boras,Sweden,AUT,Starter,1,0,0
1958,Group Stage,England,Austria,15872,4,Draw,Normal,Boras,Sweden,ENG,Starter,1,0,0
1958,Group Stage,England,Austria,15872,4,Draw,Normal,Boras,Sweden,ENG,Substitute,0,0,0
1958,Group Stage,England,Austria,15872,4,Draw,Normal,Boras,Sweden,AUT,Substitute,0,0,0
1958,Group Stage,Czechoslovakia,Argentina,16418,7,Home Win,Normal,Helsingborg,Sweden,TCH,Starter,0,0,0
1958,Group Stage,Czechoslovakia,Argentina,16418,7,Home Win,Normal,Helsingborg,Sweden,ARG,Starter,0,0,0
1958,Group Stage,Czechoslovakia,Argentina,16418,7,Home Win,Normal,Helsingborg,Sweden,TCH,Starter,1,0,0
1958,Group Stage,Czechoslovakia,Argentina,16418,7,Home Win,Normal,Helsingborg,Sweden,TCH,Starter,2,0,0
1958,Group Stage,Czechoslovakia,Argentina,16418,7,Home Win,Normal,Helsingborg,Sweden,TCH,Substitute,0,0,0
1958,Group Stage,Czechoslovakia,Argentina,16418,7,Home Win,Normal,Helsingborg,Sweden,ARG,Substitute,0,0,0
1958,Group Stage,Soviet Union,England,23182,1,Home Win,Normal,Gothenburg,Sweden,URS,Starter,0,0,0
1958,Group Stage,Soviet Union,England,23182,1,Home Win,Normal,Gothenburg,Sweden,ENG,Starter,0,0,0
1958,Group Stage,Soviet Union,England,23182,1,Home Win,Normal,Gothenburg,Sweden,URS,Starter,1,0,0
1958,Group Stage,Soviet Union,England,23182,1,Home Win,Normal,Gothenburg,Sweden,URS,Substitute,0,0,0
1958,Group Stage,Soviet Union,England,23182,1,Home Win,Normal,Gothenburg,Sweden,ENG,Substitute,0,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,6196,3,Home Win,AET,Malm�,Sweden,NIR,Starter,0,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,6196,3,Home Win,AET,Malm�,Sweden,TCH,Starter,0,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,6196,3,Home Win,AET,Malm�,Sweden,TCH,Starter,1,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,6196,3,Home Win,AET,Malm�,Sweden,NIR,Starter,2,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,6196,3,Home Win,AET,Malm�,Sweden,TCH,Starter,0,0,1
1958,Group Stage,Northern Ireland,Czechoslovakia,6196,3,Home Win,AET,Malm�,Sweden,NIR,Substitute,0,0,0
1958,Group Stage,Northern Ireland,Czechoslovakia,6196,3,Home Win,AET,Malm�,Sweden,TCH,Substitute,0,0,0
1958,Group Stage,Wales,Hungary,2823,3,Home Win,Normal,Solna,Sweden,WAL,Starter,0,0,0
1958,Group Stage,Wales,Hungary,2823,3,Home Win,Normal,Solna,Sweden,HUN,Starter,0,0,0
1958,Group Stage,Wales,Hungary,2823,3,Home Win,Normal,Solna,Sweden,HUN,Starter,0,0,1
1958,Group Stage,Wales,Hungary,2823,3,Home Win,Normal,Solna,Sweden,WAL,Starter,1,0,0
1958,Group Stage,Wales,Hungary,2823,3,Home Win,Normal,Solna,Sweden,HUN,Starter,1,0,0
1958,Group Stage,Wales,Hungary,2823,3,Home Win,Normal,Solna,Sweden,WAL,Substitute,0,0,0
1958,Group Stage,Wales,Hungary,2823,3,Home Win,Normal,Solna,Sweden,HUN,Substitute,0,0,0
1958,Quarter-Final,Brazil,Wales,25923,1,Home Win,Normal,Gothenburg,Sweden,BRA,Starter,0,0,0
1958,Quarter-Final,Brazil,Wales,25923,1,Home Win,Normal,Gothenburg,Sweden,WAL,Starter,0,0,0
1958,Quarter-Final,Brazil,Wales,25923,1,Home Win,Normal,Gothenburg,Sweden,BRA,Starter,1,0,0
1958,Quarter-Final,Brazil,Wales,25923,1,Home Win,Normal,Gothenburg,Sweden,BRA,Substitute,0,0,0
1958,Quarter-Final,Brazil,Wales,25923,1,Home Win,Normal,Gothenburg,Sweden,WAL,Substitute,0,0,0
1958,Quarter-Final,West Germany,Yugoslavia,20055,1,Home Win,Normal,Malm�,Sweden,FRG,Starter,0,0,0
1958,Quarter-Final,West Germany,Yugoslavia,20055,1,Home Win,Normal,Malm�,Sweden,YUG,Starter,0,0,0
1958,Quarter-Final,West Germany,Yugoslavia,20055,1,Home Win,Normal,Malm�,Sweden,FRG,Starter,1,0,0
1958,Quarter-Final,West Germany,Yugoslavia,20055,1,Home Win,Normal,Malm�,Sweden,FRG,Substitute,0,0,0
1958,Quarter-Final,West Germany,Yugoslavia,20055,1,Home Win,Normal,Malm�,Sweden,YUG,Substitute,0,0,0
1958,Quarter-Final,Sweden,Soviet Union,31900,2,Home Win,Normal,Solna,Sweden,SWE,Starter,0,0,0
1958,Quarter-Final,Sweden,Soviet Union,31900,2,Home Win,Normal,Solna,Sweden,URS,Starter,0,0,0
1958,Quarter-Final,Sweden,Soviet Union,31900,2,Home Win,Normal,Solna,Sweden,SWE,Starter,1,0,0
1958,Quarter-Final,Sweden,Soviet Union,31900,2,Home Win,Normal,Solna,Sweden,SWE,Substitute,0,0,0
1958,Quarter-Final,Sweden,Soviet Union,31900,2,Home Win,Normal,Solna,Sweden,URS,Substitute,0,0,0
1958,Quarter-Final,France,Northern Ireland,11800,4,Home Win,Normal,Norrk�Ping,Sweden,FRA,Starter,0,0,0
