Player_Name,Team_Initials,Matches_Played,Goals_Scored,Yellow_Cards,Red_Cards,Goals_Per_Match
Dean SEWELL,JAM,3,0,0,0,0.0
Dejan GOVEDARICA,YUG,4,0,0,0,0.0
Dejan SAVICEVIC,YUG,4,0,0,0,0.0
Dejan STANKOVIC,YUG,4,0,1,0,0.0
Delfin BENITEZ CACERES,PAR,2,0,0,0,0.0
Delio GAMBOA,COL,3,0,0,0,0.0
Delron BUCKLEY,RSA,3,0,0,0,0.0
Demetrio ALBERTINI,ITA,5,0,0,0,0.0
Demetrio NEYRA,PER,2,0,0,0,0.0
Denis CANIZA,PAR,4,0,0,0,0.0
Denis HOUF,BEL,2,0,0,0,0.0
Denis IRWIN,IRL,4,0,2,0,0.0
Denis LAW,SCO,3,0,0,0,0.0
Denis MILAR,URU,3,0,0,0,0.0
Dennis BERGKAMP,NED,7,3,0,0,0.429
Dennis WILSHAW,ENG,3,1,0,0,0.333
Deon BURTON,JAM,3,0,1,0,0.0
Derek DOUGAN,NIR,5,0,0,0,0.0
Derek JOHNSTONE,SCO,3,0,0,0,0.0
Derek KEVAN,ENG,8,2,0,0,0.25
Derek SULLIVAN,WAL,5,0,0,0,0.0
Derek WHYTE,SCO,3,0,0,0,0.0
Des WALKER,ENG,7,0,0,0,0.0
Desire BOURGEOIS,BEL,1,0,0,0,0.0
Desmond ARMSTRONG,USA,3,0,0,0,0.0
Dezso BUNDZSAK,HUN,4,0,0,0,0.0
Dezso MOLNAR,HUN,4,0,0,0,0.0
Dick BEEN,NED,1,0,0,0,0.0
Dick NANNINGA,NED,7,1,1,1,0.143
Didi HAMANN,GER,5,0,2,0,0.0
Didier COUECOU,FRA,3,0,0,0,0.0
Didier DESCHAMPS,FRA,7,0,3,0,0.0
Didier SIX,FRA,10,2,1,0,0.2
Diego FLORENTIN,PAR,2,0,0,0,0.0
Diego MARADONA,ARG,23,8,4,1,0.348
Diego SIMEONE,ARG,5,0,1,0,0.0
Dieter BURDENSKI,FRG,6,0,0,0,0.0
Dieter HERZOG,FRG,7,0,0,0,0.0
Dieter HOENESS,FRG,7,0,0,0,0.0
Dieter MUELLER,FRG,6,2,0,0,0.333
Dietmar KUEHBAUER,AUT,3,0,0,0,0.0
Dimitar DIMOV,BUL,3,0,0,0,0.0
Dimitar KOSTOV,BUL,3,0,0,0,0.0
Dimitar LARGOV,BUL,3,0,0,0,0.0
Dimitar MARASHLIEV,BUL,3,0,0,0,0.0
Dimitar PENEV,BUL,9,0,0,0,0.0
Dimitar YAKIMOV,BUL,9,0,0,0,0.0
Dimitri GALIAMIN,RUS,3,0,0,0,0.0
Dimitrios SARAVAKOS,GRE,3,0,0,0,0.0
Dincer MEHMET,TUR,3,0,0,0,0.0
Dinko DERMENDZHIEV,BUL,9,1,1,0,0.111
Dino ZOFF,ITA,23,0,0,0,0.0
Diogenes DOMINGUEZ,PAR,2,0,0,0,0.0
Diogenes LARA,BOL,2,0,0,0,0.0
Dionisio MEJIA,MEX,3,0,0,0,0.0
Dionizije DVORNIC,YUG,3,0,0,0,0.0
Dirk MEDVED,BEL,4,0,0,0,0.0
Dirk SCHOENAKER,NED,7,0,0,0,0.0
Ditmar JAKOBS,FRG,7,0,1,0,0.0
Djamel MENAD,ALG,3,0,0,0,0.0
Djamel TLEMCANI,ALG,3,0,0,0,0.0
Djamel ZIDANE,ALG,6,1,0,0,0.167
Djordje VUJADINOVIC,YUG,3,2,0,0,0.667
Dmitri KHARIN,RUS,3,0,1,0,0.0
Dmitri KHLESTOV,RUS,3,0,2,0,0.0
Dmitri KUZNETSOV,RUS,3,0,1,0,0.0
Dmitri POPOV,RUS,3,0,0,0,0.0
Dmitri RADCHENKO,RUS,3,1,0,0,0.333
Dobromir JECHEV,BUL,12,1,1,0,0.083
Dobrosav KRSTIC,YUG,4,0,0,0,0.0
Doctor KHUMALO,RSA,3,0,0,0,0.0
Domingo DRUMMOND,HON,3,0,0,0,0.0
Domingo GARCIA,PER,2,0,0,0,0.0
Domingo PEREZ,URU,7,0,0,0,0.0
Domingo TEJERA,URU,4,0,0,0,0.0
Dominique BARATELLI,FRA,10,0,0,0,0.0
Dominique BATHENAY,FRA,3,0,0,0,0.0
Dominique COLONNA,FRA,6,0,0,0,0.0
Dominique DROPSY,FRA,3,0,0,0,0.0
Dominique HERR,SUI,4,0,1,0,0.0
Dominique ROCHETEAU,FRA,17,4,1,0,0.235
Don HOWE,ENG,8,0,0,0,0.0
Don MASSON,SCO,3,0,0,0,0.0
Donald FORD,SCO,3,0,0,0,0.0
Donovan RICKETTS,JAM,3,0,0,0,0.0
Dorin MATEUT,ROU,4,0,0,0,0.0
Dorinel MUNTEANU,ROU,4,0,1,0,0.0
Doug COWIE,SCO,5,0,0,0,0.0
Doug UTJESENOVIC,AUS,3,0,0,0,0.0
Dragan DZAJIC,YUG,6,1,0,0,0.167
Dragan MIHAJLOVIC,YUG,3,0,0,0,0.0
Dragan PANTELIC,YUG,3,0,0,0,0.0
Dragan STOJKOVIC,YUG,4,1,2,0,0.25
Dragan TOSIC,YUG,3,0,0,0,0.0
Dragoje LEKOVIC,YUG,9,0,0,0,0.0
Dragoljub BRNOVIC,YUG,5,0,1,0,0.0
Dragoslav SEKULARAC,YUG,10,0,0,0,0.0
Dragutin NAJDANOVIC,YUG,3,0,0,0,0.0
Drazen JERKOVIC,YUG,10,4,0,0,0.4
Drazen LADIC,CRO,7,0,0,0,0.0
Drazen MUZINIC,YUG,6,0,0,0,0.0
Driss BAMOUS,MAR,3,0,0,0,0.0
Driss BEN ZEKRI,MAR,3,0,0,0,0.0
Driss KANOUSSI,MAR,3,0,0,0,0.0
Duberty ARAOZ,BOL,1,0,0,0,0.0
Duilio DAVINO,MEX,4,0,1,0,0.0
Dumitru PAVLOVICI,ROU,2,0,0,0,0.0
Dumitru STANGACIU,ROU,4,0,0,0,0.0
Duncan COLE,NZL,3,0,0,0,0.0
Durrent BROWN,JAM,3,0,0,0,0.0
Dusan BAJEVIC,YUG,6,3,1,0,0.5
D�EKO,BIH,3,1,0,0,0.333
D�INI?,SVN,3,0,0,0,0.0
E JUAREZ,MEX,4,0,2,0,0.0
E S CHOI,KOR,7,0,0,0,0.0
E Y LEE,KOR,7,1,1,0,0.143
E. ADDO,GHA,4,0,1,0,0.0
E. AREVALO RIOS,URU,4,0,1,0,0.0
E. BARRETO,PAR,5,0,0,0,0.0
E. CAVANI,URU,4,0,0,0,0.0
E. MENDEZ,ECU,4,0,1,0,0.0
E. TENORIO,ECU,7,0,0,0,0.0
E. VALENCIA,ECU,3,3,1,0,1.0
E. VILLAFUERTE,ECU,4,0,0,0,0.0
E.HAZARD,BEL,5,0,2,0,0.0
E.MIRZAPOUR,IRN,3,0,0,0,0.0
EBOUE,CIV,6,0,1,0,0.0
ECHEBERRIA,ESP,3,0,0,0,0.0
ECHIEJILE,NGA,3,0,0,0,0.0
EDER,BRA,5,2,0,0,0.4
EDEVALDO,BRA,5,0,0,0,0.0
EDILSON,BRA,7,0,0,0,0.0
EDINHO,BRA,17,1,2,0,0.059
EDIVALDO,BRA,5,0,0,0,0.0
EDMAN,SWE,8,0,0,0,0.0
EDMILSON,BRA,7,1,0,0,0.143
EDMUNDO,BRA,7,0,0,0,0.0
EDSON,ANG,3,0,0,0,0.0
EDSON,BRA,5,0,0,0,0.0
EDU,BRA,16,0,0,0,0.0
EDU,USA,4,0,0,0,0.0
EDUARDO,CRO,3,0,1,0,0.0
EDUARDO,POR,7,0,0,0,0.0
EDWARDS,TRI,3,0,0,0,0.0
EGGIMANN,SUI,3,0,0,0,0.0
EGUAVOEN,NGA,8,0,2,0,0.0
EGUREN,URU,7,0,0,0,0.0
EGWUEKWE,NGA,4,0,0,0,0.0
EISSA MEER,UAE,3,0,1,0,0.0
EJIDE,NGA,10,0,0,0,0.0
EJIOFOR,NGA,3,0,0,0,0.0
EL HADRIOUI,MAR,3,0,1,0,0.0
ELADIO,ESP,3,0,0,0,0.0
ELANO,BRA,5,2,0,0,0.4
ELIA,NED,7,0,0,0,0.0
ELLIOTT,NZL,3,0,0,0,0.0
ELMANDER,SWE,4,0,0,0,0.0
ELOY,ESP,5,1,0,0,0.2
ELY DO AMPARO,BRA,9,0,0,0,0.0
ELZO,BRA,5,0,0,0,0.0
EMANA,CMR,3,0,0,0,0.0
EMENIKE,NGA,4,0,0,0,0.0
EMERSON,BRA,12,0,1,0,0.0
EMERTON,AUS,7,0,5,1,0.0
EMILIO,HON,3,0,0,0,0.0
EMRE,TUR,7,1,3,0,0.143
EMRE ASIK,TUR,7,0,2,0,0.0
EN H ZHANG,CHN,3,0,0,0,0.0
ENCISO,PAR,4,0,1,0,0.0
ENDO,JPN,10,1,2,0,0.1
ENEVOLDSEN,DEN,3,0,0,0,0.0
ENGLEBERT,BEL,4,0,0,0,0.0
ENOH,CMR,3,0,1,0,0.0
ENYEAMA,NGA,10,0,1,0,0.0
EPALLE,CMR,3,0,0,0,0.0
ERASSA,TOG,3,0,0,0,0.0
ERAZO,ECU,3,0,1,0,0.0
ERGIC,SCG,3,0,0,0,0.0
ERGUN,TUR,7,0,1,0,0.0
ERIKSEN,DEN,3,0,0,0,0.0
ERNESTO,POR,6,0,0,0,0.0
ESCOBER,HON,6,0,0,0,0.0
ESHCHENKO,RUS,3,0,0,0,0.0
ESPINOZA,ECU,3,0,0,0,0.0
ESPINOZA,HON,6,0,0,0,0.0
ESSEDIRI,TUN,3,0,0,0,0.0
ESSIEN,GHA,7,0,2,0,0.0
ESTRADA,CHI,4,0,3,1,0.0
ESTRADA,COL,3,0,0,0,0.0
ETAM�,CMR,3,0,0,1,0.0
ETO'O,CMR,9,1,0,0,0.111
ETOO,CMR,3,1,0,0,0.333
ETUHU,NGA,3,0,0,0,0.0
ETXEBERR�A,ESP,3,0,0,0,0.0
EULYONG,KOR,3,0,0,0,0.0
EUSEBIO (Eusebio da Silva Ferreira),POR,6,5,1,0,0.833
EVERALDO,BRA,6,0,0,0,0.0
EVRA,FRA,8,0,2,0,0.0
EYONG,CMR,3,0,0,0,0.0
Eamonn BANNON,SCO,3,0,1,0,0.0
Earnie STEWART,USA,3,0,0,0,0.0
Ebbe SAND,DEN,5,1,0,0,0.2
Eberardo VILLALOBOS,CHI,3,0,0,0,0.0
Eberhard VOGEL,GDR,6,0,1,0,0.0
Ebrahim KASSEMPOOR,IRN,3,0,0,0,0.0
Ed CZERKIEWICZ,USA,1,0,0,0,0.0
Ed McILVENNY,USA,3,0,0,0,0.0
Ed SOUZA,USA,3,0,0,0,0.0
Eddie BAILY,ENG,3,0,0,0,0.0
Eddie CLAMP,ENG,4,0,0,0,0.0
Eddie HOPKINSON,ENG,4,0,0,0,0.0
Eddie McGOLDRICK,IRL,4,0,0,0,0.0
Eddie POPE,USA,3,0,1,0,0.0
Eddie TURNBULL,SCO,3,0,0,0,0.0
Eddy ANTOINE,HAI,3,0,0,0,0.0
Eddy TREIJTEL,NED,7,0,0,0,0.0
Edelmiro AREVALO,PAR,3,0,0,0,0.0
Edgar AGUILERA,PAR,4,0,0,0,0.0
Edgar DAVIDS,NED,7,1,2,0,0.143
Edgardo BAUZA,ARG,7,0,0,0,0.0
Edgardo GONZALEZ,URU,3,0,0,0,0.0
Edhem SLJIVO,YUG,3,0,1,0,0.0
Edmond BARAFFE,FRA,3,0,0,0,0.0
Edmond DELFOUR,FRA,6,0,0,0,0.0
Edmond ENOKA,CMR,3,0,0,0,0.0
Edmond LOICHOT,SUI,2,0,0,0,0.0
Edmund CONEN,GER,4,4,0,0,1.0
Edmund GIEMSA,POL,1,0,0,0,0.0
Edmund TWORZ,POL,1,0,0,0,0.0
Edmundo PIAGGIO,ARG,5,0,0,0,0.0
Eduard DUBINSKI,URS,4,0,0,0,0.0
Eduard KRIEGER,AUT,6,0,0,0,0.0
Eduard MALOFEYEV,URS,6,3,0,0,0.5
Eduard MARKAROV,URS,6,0,0,0,0.0
Eduardo ACEVEDO,URU,4,0,1,0,0.0
Eduardo ASTENGO,PER,2,0,0,0,0.0
Eduardo BONVALLET,CHI,3,0,0,0,0.0
Eduardo ESPINOZA,MEX,4,0,0,0,0.0
Eduardo GUTIERREZ,BOL,1,0,0,0,0.0
Eduardo LAING,HON,3,1,0,0,0.333
Eduardo MALASQUEZ,PER,3,0,0,0,0.0
Eduardo NINO,COL,4,0,0,0,0.0
Eduardo PEREIRA,URU,4,0,0,0,0.0
Eduardo RAMOS,MEX,3,0,0,0,0.0
Eduardo REYES ORTIZ,BOL,2,0,0,0,0.0
Edward MADEJSKI,POL,1,0,0,0,0.0
Edwin VAN DER SAR,NED,5,0,0,0,0.0
Efan EKOKU,NGA,4,0,0,0,0.0
Efrain AMEZCUA,MEX,3,0,0,0,0.0
Efrain SANCHEZ,COL,3,0,0,0,0.0
Egisto PANDOLFINI,ITA,5,1,0,0,0.2
Egon JONSSON,SWE,5,0,0,0,0.0
Eike IMMEL,FRG,14,0,0,0,0.0
Eisuke NAKANISHI,JPN,3,0,2,0,0.0
Eivar WIDLUND,SWE,2,0,0,0,0.0
Eladio REYES,PER,4,0,0,0,0.0
Eladio ROJAS,CHI,6,2,0,0,0.333
Eli BEN RIMOZ,ISR,3,0,0,0,0.0
Elias ATMATZIDIS,GRE,3,0,0,0,0.0
Elias FIGUEROA,CHI,9,0,0,0,0.0
Elias MUNOZ,MEX,3,0,0,0,0.0
Eligio Antonio INSFRAN,PAR,3,0,0,0,0.0
Eligio ECHAGUE,PAR,3,0,0,0,0.0
Elioro PAREDES,PAR,2,0,0,0,0.0
Eliseo ALVAREZ,URU,7,0,0,0,0.0
Eliseo INSFRAN,PAR,3,0,0,0,0.0
Eliseo MOURINO,ARG,3,0,0,0,0.0
Eliseo PRADO,ARG,3,0,0,0,0.0
Eliseo RIVERO,URU,4,0,0,0,0.0
Elmer Angel ACEVEDO,SLV,3,0,0,0,0.0
Eloy CAMPOS,PER,4,0,0,0,0.0
Ely TACCHELLA,SUI,6,0,0,0,0.0
Emeka EZEUGO,NGA,4,0,0,0,0.0
Emerich DEMBROVSCHI,ROU,3,1,0,0,0.333
Emerich VOGL,ROU,3,0,0,0,0.0
Emil KOSTADINOV,BUL,3,1,0,0,0.333
Emil KREMENLIEV,BUL,7,0,3,1,0.0
Emil PAZICKY,TCH,2,0,0,0,0.0
Emil SANDOI,ROU,4,0,0,0,0.0
Emile MBOUH,CMR,8,0,3,0,0.0
Emile STIJNEN,BEL,1,0,0,0,0.0
Emile VEINANTE,FRA,6,1,0,0,0.167
Emilio ALVAREZ,URU,7,0,0,0,0.0
Emilio BUTRAGUENO,ESP,9,4,0,0,0.444
Emilio CAPRILE,ITA,2,0,0,0,0.0
Emilio RECOBA,URU,4,0,0,0,0.0
Emlyn HUGHES,ENG,4,0,0,0,0.0
Emmanuel AMUNEKE,NGA,4,2,1,0,0.5
Emmanuel KUNDE,CMR,8,0,0,0,0.0
Emmanuel MABOANG,CMR,8,0,0,0,0.0
Emmanuel PETIT,FRA,7,2,1,0,0.286
Emmanuel SANON,HAI,3,2,0,0,0.667
Engelbert KRAUS,FRG,4,0,0,0,0.0
Enrico ALBERTOSI,ITA,15,0,0,0,0.0
Enrico CHIESA,ITA,5,0,0,0,0.0
Enrique AVALOS,PAR,2,0,0,0,0.0
Enrique BALLESTRERO,URU,4,0,0,0,0.0
Enrique BORJA,MEX,7,1,0,0,0.143
Enrique CHAZARRETA,ARG,6,0,0,0,0.0
Enrique CHIMENTO,ARG,1,0,0,0,0.0
Enrique COLLAR,ESP,3,0,0,0,0.0
Enrique GUAITA,ITA,5,1,0,0,0.2
Enrique LOPEZ ZARZA,MEX,3,0,0,0,0.0
Enrique SAURA,ESP,5,1,0,0,0.2
Enrique SESMA,MEX,3,0,0,0,0.0
Enrique WOLFF,ARG,6,0,0,0,0.0
Enver HADZIABDIC,YUG,6,0,2,0,0.0
Enver MARIC,YUG,6,0,0,0,0.0
Enzo ESCOBAR,CHI,3,0,0,0,0.0
Enzo FRANCESCOLI,URU,8,0,2,0,0.0
Enzo ROBOTTI,ITA,3,0,0,0,0.0
Enzo SCIFO,BEL,14,3,0,0,0.214
Enzo TROSSERO,ARG,5,0,0,0,0.0
Ephrem MBOM,CMR,3,0,0,0,0.0
Eraldo MONZEGLIO,ITA,9,0,0,0,0.0
Eraldo PECCI,ITA,7,0,0,0,0.0
Erdem NACI,TUR,3,0,0,0,0.0
Eric CALDOW,SCO,3,0,0,0,0.0
Eric DEFLANDRE,BEL,3,0,1,0,0.0
Eric EICHMANN,USA,3,0,0,0,0.0
Eric GERETS,BEL,16,0,3,1,0.0
Eric VAN MEIR,BEL,7,0,0,0,0.0
Eric WYNALDA,USA,6,0,0,1,0.0
Erich BEER,FRG,6,0,0,0,0.0
Erich HAMANN,GDR,6,0,1,0,0.0
Erich JUSKOWIAK,FRG,6,0,0,1,0.0
Erich OBERMAYER,AUT,11,1,1,0,0.091
Erich PROBST,AUT,5,6,0,0,1.2
Erich SCHAEDLER,SCO,3,0,0,0,0.0
Erik ALMGREN,SWE,3,0,0,0,0.0
Erik GRANATH,SWE,2,0,0,0,0.0
Erik HOFTUN,NOR,4,0,0,0,0.0
Erik MYKLAND,NOR,4,0,1,0,0.0
Erik NILSSON,SWE,8,0,0,0,0.0
Erik PERSSON,SWE,3,0,0,0,0.0
Erik THORSTVEDT,NOR,3,0,0,0,0.0
Erland JOHNSEN,NOR,3,0,1,0,0.0
Ermes MUCCINELLI,ITA,5,1,0,0,0.2
Ermindo ONEGA,ARG,4,1,0,0,0.25
Ernest EBONGUE,CMR,3,0,0,0,0.0
Ernest LEHNER,GER,6,2,0,0,0.333
Ernest LIBERATI,FRA,3,0,0,0,0.0
Ernest SCHULTZ,FRA,2,0,0,0,0.0
Ernest WILIMOWSKI,POL,1,4,0,0,4.0
Ernesto ALBARRACIN,ARG,1,0,0,0,0.0
Ernesto APARICIO,SLV,3,0,0,0,0.0
Ernesto BELIS,ARG,1,1,0,0,1.0
Ernesto CHAPARRO,CHI,3,0,0,0,0.0
Ernesto CISNEROS,MEX,3,0,0,0,0.0
Ernesto LABARTHE,PER,6,0,0,0,0.0
Ernesto MASCHERONI,URU,4,0,0,0,0.0
Ernesto VIDAL,URU,4,1,0,0,0.25
Ernie BRANDTS,NED,7,2,0,0,0.286
Ernie CAMPBELL,AUS,3,0,0,0,0.0
Ernie COPLAND,SCO,2,0,0,0,0.0
Erno SOLYMOSI,HUN,4,1,0,0,0.25
Ernst AIGNER,AUT,3,0,0,0,0.0
Ernst ALBRECHT,GER,4,0,0,0,0.0
Ernst ANDERSSON,SWE,2,0,0,0,0.0
Ernst BAUMEISTER,AUT,11,0,0,0,0.0
Ernst FRICK,SUI,2,0,0,0,0.0
Ernst HAPPEL,AUT,8,0,0,0,0.0
Ernst HUFSCHMID,SUI,2,0,0,0,0.0
Ernst JEAN-JOSEPH,HAI,3,0,0,0,0.0
Ernst KOZLICEK,AUT,3,0,0,0,0.0
Ernst LOERTSCHER,SUI,3,0,0,0,0.0
Ernst OCWIRK,AUT,5,2,0,0,0.4
Ernst STOJASPAL,AUT,5,2,0,0,0.4
Erol KESKIN,TUR,3,1,0,0,0.333
Ervin KATNIC,YUG,3,0,0,0,0.0
Erwin BALLABIO,SUI,3,0,0,0,0.0
Erwin FUCHSBICHLER,AUT,6,0,0,0,0.0
Erwin HOCHSTRASSER,SUI,2,0,0,0,0.0
Erwin KOEMAN,NED,4,0,0,0,0.0
Erwin NYC,POL,1,0,0,0,0.0
Erwin SANCHEZ,BOL,3,1,0,0,0.333
Erwin VAN DEN DAELE,BEL,3,0,0,0,0.0
Erwin VANDENBERGH,BEL,12,2,0,0,0.167
Espen BAARDSEN,NOR,4,0,0,0,0.0
Estanislao BASORA,ESP,6,4,0,0,0.667
Etienne MATTLER,FRA,6,0,0,0,0.0
Eufemio CABRAL,PAR,4,0,0,0,0.0
Eugen MEIER,SUI,7,0,0,0,0.0
Eugen RUPF,SUI,3,0,0,0,0.0
Eugen WALASCHEK,SUI,3,1,0,0,0.333
Eugene EKEKE,CMR,5,1,0,0,0.2
Eugene PARLIER,SUI,4,0,0,0,0.0
Eugenio CORRODI,SUI,3,0,0,0,0.0
Eugenio LEAL,ESP,3,0,1,0,0.0
Eulogio MARTINEZ,ESP,3,0,0,0,0.0
Eusebio ACASUZO,PER,3,0,0,0,0.0
Eusebio DIAZ,PAR,2,0,0,0,0.0
Eusebio ESCOBAR,COL,3,0,0,0,0.0
Eusebio TEJERA,URU,9,0,0,0,0.0
Eustaquio CHAMORRO,PAR,2,0,0,0,0.0
Evaristo ISASI,PAR,4,0,0,0,0.0
Evgeni LOVCHEV,URS,4,0,1,0,0.0
Evgeni YANCHOVSKI,BUL,3,0,0,0,0.0
Ewald CEBULA,POL,1,0,0,0,0.0
Ewald DYTKO,POL,1,0,0,0,0.0
Ezio PASCUTTI,ITA,6,0,0,0,0.0
F RODRIGUEZ,MEX,4,0,1,0,0.0
F. AL-MEHALLEL,KSA,3,0,0,0,0.0
F. AMIN,KSA,7,2,2,0,0.286
F. BORJA,ECU,4,0,0,0,0.0
F. COENTR�O,POR,7,0,1,0,0.0
F. COUTO,POR,3,0,0,0,0.0
F. FERNANDEZ,ARG,7,0,0,0,0.0
F. FONSECA,MEX,4,1,1,0,0.25
F. GABRIEL,MEX,4,0,0,0,0.0
F. J. RODRIGUEZ,MEX,4,0,1,0,0.0
F. MUSLERA,URU,4,0,1,0,0.0
F. PALENCIA,MEX,4,0,0,0,0.0
F. RODRIGUEZ,MEX,4,0,0,0,0.0
F. SARITAMA,ECU,4,0,0,0,0.0
F. TORRES,ESP,4,2,0,0,0.5
F. de BOER,NED,12,0,1,0,0.0
F.CARINI,URU,3,0,1,0,0.0
F.ELDUAYEN,URU,3,0,0,0,0.0
F.MAGALLANES,URU,3,0,0,0,0.0
F.MEIRA,POR,7,0,0,0,0.0
F.O NEIL,URU,3,0,0,0,0.0
F.ZANDI,IRN,3,0,1,0,0.0
FABIANSKI,POL,3,0,0,0,0.0
FABREGAS,ESP,7,0,0,0,0.0
FAE,CIV,3,0,0,0,0.0
FAHAD ABDULRAHMAN,UAE,3,0,0,0,0.0
FAHAD KHAMEES,UAE,3,0,0,0,0.0
FALCAO,BRA,10,3,1,0,0.3
FALLON,NZL,3,0,1,0,0.0
FARNERUD,SWE,4,0,0,0,0.0
FATIH AKYEL,TUR,7,0,1,0,0.0
FAUSTO,BRA,2,0,0,0,0.0
FAYZULIN,RUS,3,0,0,0,0.0
FEDE,ESP,3,0,0,0,0.0
FEDERICI,AUS,3,0,0,0,0.0
FEGHOULI,ALG,4,0,0,0,0.0
FEILHABER,USA,4,0,0,0,0.0
FEJZI?,BIH,3,0,0,0,0.0
FELIPE MELO,BRA,5,0,1,1,0.0
FELIX,BRA,6,0,0,0,0.0
FELLAINI,BEL,5,1,0,0,0.2
FER,NED,7,1,0,0,0.143
FERDINAND,ENG,10,1,1,0,0.1
FERNANDES,SUI,7,1,3,0,0.143
FERNANDEZ,CHI,4,0,2,0,0.0
FERNANDEZ,ECU,3,0,0,0,0.0
FERNANDINHO,BRA,7,1,2,0,0.143
FERNANDO,ESP,4,0,0,0,0.0
FERNANDO CRUZ,POR,6,0,0,0,0.0
FERNANDO GIUDICELLI,BRA,2,0,0,0,0.0
FERREIRA PINTO,POR,6,0,0,0,0.0
FERRER,ESP,8,0,2,0,0.0
FESTA,POR,6,0,0,0,0.0
FETFATZIDIS,GRE,4,0,0,0,0.0
FEUDJOU,CMR,3,0,0,0,0.0
FIDELIS,BRA,3,0,0,0,0.0
FIERRO,CHI,4,0,0,0,0.0
FIGO,POR,10,0,1,0,0.0
FIGUEIREDO,ANG,3,0,0,0,0.0
FIGUEROA,HON,6,0,0,0,0.0
FILEKOVI?,SVN,3,0,0,0,0.0
FILIMONOV,RUS,3,0,0,0,0.0
FINDLEY,USA,4,0,2,0,0.0
FINIDI,NGA,8,1,0,0,0.125
FINNAN,IRL,4,0,1,0,0.0
FL�VIO,ANG,2,0,0,0,0.0
FOE,CMR,3,0,1,0,0.0
FONSECA,CRC,3,0,0,0,0.0
FONSECA D.,CRC,3,0,1,0,0.0
FONTANA,BRA,6,0,0,0,0.0
FORLAN,URU,7,4,0,0,0.571
FORSON R.,TOG,3,0,0,0,0.0
FORSTER,ENG,3,0,0,0,0.0
FORTES,BRA,2,0,0,0,0.0
FORTUNE,RSA,3,0,0,0,0.0
FOSTER,ENG,3,0,0,0,0.0
FOUZI,KSA,3,0,0,0,0.0
FOWLER,ENG,5,0,0,0,0.0
FRANCIS W.,CRC,5,0,0,0,0.0
FRANCISCO,ESP,5,0,0,0,0.0
FRANCO,ARG,5,0,0,0,0.0
FRANCO,PAR,4,0,1,0,0.0
FRANJIC,AUS,3,0,0,0,0.0
FRECHAUT,POR,3,0,1,0,0.0
FRED,BRA,12,2,0,0,0.167
FREDERICO,POR,3,0,0,0,0.0
FREI,SUI,7,2,1,0,0.286
FRIACA,BRA,6,1,0,0,0.167
FRIEDEL,USA,5,0,1,0,0.0
FRIEDRICH,GER,14,1,3,0,0.071
FRINGS,GER,14,1,3,0,0.071
FUCILE,URU,7,0,2,0,0.0
FUENTES,CHI,4,0,1,0,0.0
FUENZALIDA,CHI,4,0,0,0,0.0
FUKUNISHI,JPN,7,0,0,0,0.0
FUTRE,POR,3,0,0,0,0.0
Fabian CANCELARICH,ARG,7,0,0,0,0.0
Fabian ESTAY,CHI,4,0,1,0,0.0
Fabien BARTHEZ,FRA,7,0,0,0,0.0
Fabio CANNAVARO,ITA,5,0,1,0,0.0
Fabio CAPELLO,ITA,3,1,0,0,0.333
Fabrizio POLETTI,ITA,6,0,0,0,0.0
Fadel JILAL,MAR,4,0,0,0,0.0
Fadil MEGHARIA,ALG,3,0,0,0,0.0
Fahad AL BISHI,KSA,4,0,0,0,0.0
Fahad AL GHESHEYAN,KSA,4,1,0,0,0.25
Fahad AL MEHALEL,KSA,4,0,0,0,0.0
Fahrudin JUSUFI,YUG,6,0,0,0,0.0
Fahrudin OMEROVIC,YUG,5,0,0,0,0.0
Faisal AL DAKHIL,KUW,3,1,0,0,0.333
Faouzi MANSOURI,ALG,6,0,2,0,0.0
Faruk HADZIBEGIC,YUG,5,0,0,0,0.0
Faryd MONDRAGON,COL,3,0,0,0,0.0
Fathi CHEBEL,ALG,3,0,0,0,0.0
Fathi MATAR,KUW,3,0,1,0,0.0
Faustino ALONSO,PAR,4,0,0,0,0.0
Fawzi BENKHALIDI,ALG,3,0,0,0,0.0
Fay COYLE,NIR,5,0,0,0,0.0
Faycal BEN AHMED,TUN,3,0,0,0,0.0
Federico EDWARDS,ARG,3,0,0,0,0.0
Federico SACCHI,ARG,3,0,0,0,0.0
Federico VAIRO,ARG,3,0,0,0,0.0
Federico WILDE,ARG,1,0,0,0,0.0
Felice BOREL,ITA,5,0,0,0,0.0
Felice SOLDINI,SUI,3,0,0,0,0.0
Feliciano RIVILLA,ESP,6,0,0,0,0.0
Felipe MINAMBRES,ESP,5,0,0,0,0.0
Felipe OLIVARES,MEX,3,0,0,0,0.0
Felipe REVELEZ,URU,4,0,0,0,0.0
Felipe ROSAS,MEX,3,0,0,0,0.0
Felipe RUVALCABA,MEX,6,0,0,0,0.0
Felipe ZETTER,MEX,3,0,0,0,0.0
Felix CRUZ,MEX,5,0,0,0,0.0
Felix FERNANDEZ,MEX,4,0,0,0,0.0
Felix HEALEY,NIR,5,0,0,0,0.0
Felix MAGATH,FRG,14,0,1,0,0.0
Felix SALINAS,PER,4,0,0,0,0.0
Felix WELKENHUYSEN,BEL,1,0,0,0,0.0
Ferdinand DAUCIK,TCH,3,0,0,0,0.0
Ferdinando RIVA,SUI,4,0,0,0,0.0
