Player_Name,Team_Initials,Matches_Played,Goals_Scored,Yellow_Cards,Red_Cards,Goals_Per_Match
RUI PATRICIO,POR,3,0,0,0,0.0
RUIZ B.,CRC,5,3,2,0,0.6
RUKAVINA,SRB,3,0,0,0,0.0
RUKAVYTSYA,AUS,3,0,0,0,0.0
RUSOL,UKR,5,1,2,0,0.2
RUSSINHO,BRA,2,0,0,0,0.0
RUSTU,TUR,7,0,1,0,0.0
RUY,BRA,6,0,0,0,0.0
RYAN,AUS,3,0,0,0,0.0
RYOO Chang Kil,PRK,4,0,0,0,0.0
RYZHIKOV,RUS,3,0,0,0,0.0
RZASA,POL,3,0,0,0,0.0
Rabah MADJER,ALG,6,1,2,0,0.167
Rabie YASSIN,EGY,3,0,0,0,0.0
Rachid AZZOUZI,MAR,3,0,0,0,0.0
Rachid DAOUDI,MAR,3,0,1,0,0.0
Rachid HARKOUK,ALG,3,0,0,0,0.0
Rachid NEQROUZ,MAR,3,0,0,0,0.0
Rachid ROKKI,MAR,3,0,0,0,0.0
Radhouane SALHI,TUN,3,0,0,0,0.0
Radivoje OGNJANOVIC,YUG,4,1,0,0,0.25
Radoslav ZDRAVKOV,BUL,4,0,0,0,0.0
Radu NICULESCU,ROU,4,0,0,0,0.0
Radu NUNWEILLER,ROU,3,0,1,0,0.0
Rafael ALBRECHT,ARG,7,0,0,1,0.0
Rafael AMADOR,MEX,5,0,0,0,0.0
Rafael AVALOS,MEX,2,0,0,0,0.0
Rafael GARZA,MEX,3,0,0,0,0.0
Rafael GONZALEZ,CHI,3,0,0,0,0.0
Rafael GORDILLO,ESP,10,0,1,0,0.0
Rafael MENDEZ,BOL,2,0,0,0,0.0
Rafael SALGUERO,PER,3,0,0,0,0.0
Rafael SOUTO,URU,5,0,0,0,0.0
Ragnar GUSTAVSSON,SWE,2,0,0,0,0.0
Rahamim TALBI,ISR,3,0,0,0,0.0
Raimond AUMANN,FRG,7,0,0,0,0.0
Raimundo ORSI,ITA,5,3,0,0,0.6
Raimundo RODRIGUEZ,MEX,3,0,0,0,0.0
Rainer BONHOF,FRG,13,1,1,0,0.077
Rajko MITIC,YUG,6,1,0,0,0.167
Ralf EDSTROM,SWE,9,4,0,0,0.444
Ralph TRACY,USA,3,0,0,0,0.0
Ramaz SHENGELIA,URS,5,1,0,0,0.2
Ramiro CASTILLO,BOL,3,0,0,0,0.0
Ramiro NAVARRO,MEX,3,0,0,0,0.0
Ramon ABELEDO,ARG,3,0,0,0,0.0
Ramon ASTUDILLO,ARG,1,0,0,0,0.0
Ramon DIAZ,ARG,5,1,0,0,0.2
Ramon FAGOAGA,SLV,3,0,1,0,0.0
Ramon HEREDIA,ARG,6,1,1,0,0.167
Ramon HICKS,PAR,4,0,0,0,0.0
Ramon MARADIAGA,HON,3,0,1,0,0.0
Ramon MAYEREGGER,PAR,3,0,0,0,0.0
Ramon MEDINA BELLO,ARG,4,0,0,0,0.0
Ramon MIFFLIN,PER,4,0,0,0,0.0
Ramon MUTTIS,ARG,5,0,0,0,0.0
Ramon Maria CALDERE,ESP,5,2,1,0,0.4
Ramon QUIROGA,PER,9,0,1,0,0.0
Ramon RAMIREZ,MEX,8,0,2,1,0.0
Randy RAGAN,CAN,3,0,0,0,0.0
Randy SAMUEL,CAN,3,0,0,0,0.0
Ranulfo CORTES,MEX,2,0,0,0,0.0
Raouf BEN AZIZA,TUN,3,0,0,0,0.0
Raoul DIAGNE,FRA,2,0,0,0,0.0
Raoul LAMBERT,BEL,3,1,0,0,0.333
Ratko COLIC,YUG,3,0,0,0,0.0
Ratko SVILAR,YUG,3,0,0,0,0.0
Raul ARELLANO,MEX,2,0,0,0,0.0
Raul BELEN,ARG,3,0,0,0,0.0
Raul CARDENAS,MEX,8,0,0,0,0.0
Raul CORDOBA,MEX,3,0,0,0,0.0
Raul GORRITI,PER,6,0,0,0,0.0
Raul GUTIERREZ,MEX,4,0,0,0,0.0
Raul ISIORDIA,MEX,3,0,0,0,0.0
Raul MAGANA,SLV,3,0,1,0,0.0
Raul ORMENO,CHI,3,0,0,0,0.0
Raul PAEZ,ARG,3,0,0,0,0.0
Raul SANCHEZ,CHI,6,0,0,0,0.0
Raul SERVIN,MEX,5,1,1,0,0.2
Ray CLEMENCE,ENG,5,0,0,0,0.0
Ray HOUGHTON,IRL,9,1,1,0,0.111
Ray RICHARDS,AUS,3,0,1,1,0.0
Ray WILKINS,ENG,10,0,2,1,0.0
Ray WILSON,ENG,10,0,0,0,0.0
Raymond AUSLOOS,BEL,2,0,0,0,0.0
Raymond BELLOT,FRA,6,0,0,0,0.0
Raymond BRAINE,BEL,1,0,0,0,0.0
Raymond KAELBEL,FRA,8,0,0,0,0.0
Raymond KOPA,FRA,8,2,0,0,0.25
Raymond MOMMENS,BEL,12,0,0,0,0.0
Raymond PASELLO,SUI,2,0,0,0,0.0
Raymundo INFANTE,CHI,3,0,0,0,0.0
Refik SABANADZOVIC,YUG,5,0,2,1,0.0
Reidar KVAMMEN,NOR,1,0,0,0,0.0
Reinhard LAUCK,GDR,6,0,0,0,0.0
Reinhold HINTERMAIER,AUT,5,1,1,0,0.2
Reinhold MUENZENBERG,GER,6,0,0,0,0.0
Reino BORJESSON,SWE,6,0,0,0,0.0
Renato BIZZOZERO,SUI,5,0,0,0,0.0
Renato OLMI,ITA,4,0,0,0,0.0
Renato SAINZ,BOL,2,0,0,0,0.0
Renato ZACCARELLI,ITA,7,1,0,0,0.143
Rene BADER,SUI,3,1,0,0,0.333
Rene BRODMANN,SUI,3,0,0,0,0.0
Rene CABRERA,BOL,1,0,0,0,0.0
Rene DEREUDDRE,FRA,2,0,0,0,0.0
Rene FERNANDEZ,BOL,2,0,0,0,0.0
Rene GIRARD,FRA,7,1,0,0,0.143
Rene HENRIKSEN,DEN,5,0,0,0,0.0
Rene HIGUITA,COL,4,0,0,0,0.0
Rene HOUSEMAN,ARG,13,4,1,0,0.308
Rene LEDENT,BEL,1,0,0,0,0.0
Rene LLENSE,FRA,3,0,0,0,0.0
Rene NDJEYA,CMR,3,0,1,0,0.0
Rene PIJPERS,NED,1,0,0,0,0.0
Rene QUITRAL,CHI,3,0,0,0,0.0
Rene VALENZUELA,CHI,3,0,0,0,0.0
Rene VAN DE KERKHOF,NED,14,1,1,0,0.071
Rene VANDEREYCKEN,BEL,12,0,0,0,0.0
Rene VERHEYEN,BEL,5,0,0,0,0.0
Rene-Pierre QUENTIN,SUI,3,1,0,0,0.333
Revaz DZODZVASHVILI,URS,4,0,0,0,0.0
Rezso SOMLAI,HUN,2,0,0,0,0.0
Riadh BOUAZIZI,TUN,4,0,2,0,0.0
Riadh JELASSI,TUN,3,0,0,0,0.0
Ricardo BOCHINI,ARG,7,0,0,0,0.0
Ricardo GALLEGO,ESP,10,0,0,0,0.0
Ricardo GARDNER,JAM,3,0,0,0,0.0
Ricardo GIUSTI,ARG,14,0,5,1,0.0
Ricardo INFANTE,ARG,3,0,0,0,0.0
Ricardo LA VOLPE,ARG,7,0,0,0,0.0
Ricardo PAVONI,URU,3,1,0,0,0.333
Ricardo VILLA,ARG,7,0,1,0,0.0
Ricardo ZAMORA,ESP,3,0,0,0,0.0
Riccardo CARAPELLESE,ITA,2,2,0,0,1.0
Riccardo FERRI,ITA,7,0,1,0,0.0
Richard DUERR,SUI,6,0,0,0,0.0
Richard GOUGH,SCO,6,0,0,0,0.0
Richard HERRMANN,FRG,6,1,0,0,0.167
Richard KEITH,NIR,5,0,0,0,0.0
Richard WILSON,NZL,3,0,0,0,0.0
Richard WITSCHGE,NED,4,0,0,0,0.0
Ricki HERBERT,NZL,3,0,0,0,0.0
Ridha ELLOUZ,TUN,3,0,0,0,0.0
Ridvan BOLATLI,TUR,3,0,0,0,0.0
Rigobert SONG,CMR,3,0,0,1,0.0
Rigoberto CISNEROS,MEX,3,0,0,0,0.0
Rik COPPENS,BEL,2,1,0,0,0.5
Rinat DASAEV,URS,12,0,0,0,0.0
Rino FERRARIO,ITA,3,0,0,0,0.0
Rinus ISRAEL,NED,7,0,0,0,0.0
Rizah MESKOVIC,YUG,6,0,0,0,0.0
Roald AMUNDSEN,NOR,1,0,0,0,0.0
Roar STRAND,NOR,7,0,0,0,0.0
Rob RENSENBRINK,NED,14,2,0,0,0.143
Rob WITSCHGE,NED,5,0,1,0,0.0
Rober ERYOL,TUR,3,0,0,0,0.0
Robert ALMOND,NZL,3,0,0,0,0.0
Robert BALLAMAN,SUI,4,4,0,0,1.0
Robert BRAET,BEL,1,0,0,0,0.0
Robert BUDZYNSKI,FRA,3,0,0,0,0.0
Robert DEFOSSE,FRA,1,0,0,0,0.0
Robert DIENST,AUT,8,0,0,0,0.0
Robert EARLE,JAM,3,1,0,0,0.333
Robert FLECK,SCO,3,0,0,0,0.0
Robert GADOCHA,POL,7,0,0,0,0.0
Robert HERBIN,FRA,3,0,0,0,0.0
Robert HOSP,SUI,3,0,0,0,0.0
Robert JARNI,CRO,7,1,1,0,0.143
Robert JARNI,YUG,5,0,0,0,0.0
Robert JOHNSTONE,SCO,2,0,0,0,0.0
Robert JONQUET,FRA,8,0,0,0,0.0
Robert KOERNER,AUT,5,0,0,0,0.0
Robert LAMOOT,BEL,1,0,0,0,0.0
Robert LEE,ENG,4,0,0,0,0.0
Robert MAERTENS,BEL,2,0,0,0,0.0
Robert MOUYNET,FRA,6,0,0,0,0.0
Robert PAVERICK,BEL,1,0,0,0,0.0
Robert PECL,AUT,3,0,2,0,0.0
Robert PIRES,FRA,7,0,0,0,0.0
Robert PROSINECKI,CRO,7,2,1,0,0.286
Robert PROSINECKI,YUG,5,1,0,0,0.2
Robert SADOWSKY,ROU,2,0,0,0,0.0
Robert SARA,AUT,6,0,1,0,0.0
Robert VAN KERCKHOVEN,BEL,2,0,0,0,0.0
Roberto ANZOLIN,ITA,3,0,0,0,0.0
Roberto AYALA,ARG,5,0,1,0,0.0
Roberto BAGGIO,ITA,7,2,1,0,0.286
Roberto BAILEY,HON,3,0,0,0,0.0
Roberto BETTEGA,ITA,7,2,0,0,0.286
Roberto BONINSEGNA,ITA,9,2,2,0,0.222
Roberto CABANAS,PAR,4,2,0,0,0.5
Roberto CAPPARELLI,BOL,1,0,0,0,0.0
Roberto CERRO,ARG,5,0,0,0,0.0
Roberto CHALLE,PER,4,1,0,0,0.25
Roberto CORTES,CHI,3,0,0,0,0.0
Roberto DI MATTEO,ITA,5,0,0,0,0.0
Roberto DONADONI,ITA,14,0,0,0,0.0
Roberto Eduardo SOSA,URU,7,0,0,0,0.0
Roberto FERNANDEZ,PAR,4,0,0,0,0.0
Roberto FERRERO,ARG,4,0,0,0,0.0
Roberto FRIGERIO,SUI,3,0,0,0,0.0
Roberto GAYON,MEX,3,1,0,0,0.333
Roberto HODGE,CHI,3,0,0,0,0.0
Roberto IRANETA,ARG,1,0,0,0,0.0
Roberto LEOPARDI,URU,5,0,0,0,0.0
Roberto MANCINI,ITA,7,0,0,0,0.0
Roberto MATOSAS,URU,6,0,0,0,0.0
Roberto MOSQUERA,PER,6,0,0,0,0.0
Roberto MUSSI,ITA,7,0,0,0,0.0
Roberto PERFUMO,ARG,10,0,2,0,0.0
Roberto RIVAS,SLV,3,0,0,0,0.0
Roberto ROJAS,PER,6,0,0,0,0.0
Roberto ROSATO,ITA,9,0,1,0,0.0
Roberto SENSINI,ARG,12,0,2,0,0.0
Roberto TELCH,ARG,6,0,0,0,0.0
Roberto TRICELLA,ITA,4,0,0,0,0.0
Rodion CAMATARU,ROU,4,0,0,0,0.0
Rodolf RODRIGUEZ,URU,4,0,0,0,0.0
Rodolfo DUBO,CHI,3,0,1,0,0.0
Rodolfo MANZO,PER,6,0,1,0,0.0
Rodolfo ORLANDINI,ARG,5,0,0,0,0.0
Rodolfo PINI,URU,4,0,0,0,0.0
Rodolfo SANDOVAL,URU,6,0,0,0,0.0
Rodrigo BARRERA,CHI,4,0,0,0,0.0
Rodrigo RUIZ,MEX,3,0,0,0,0.0
Rogelio DELGADO,PAR,4,0,0,0,0.0
Rogelio DOMINGUEZ,ARG,3,0,0,0,0.0
Rogelio FARIAS,CHI,3,0,0,0,0.0
Roger BOCQUET,SUI,7,0,0,0,0.0
Roger BYRNE,ENG,3,0,0,0,0.0
Roger COURTOIS,FRA,3,0,0,0,0.0
Roger FEUTMBA,CMR,5,0,0,0,0.0
Roger FLORES,CRC,4,1,0,0,0.25
Roger GOMEZ,CRC,4,0,2,0,0.0
Roger HUNT,ENG,10,3,0,0,0.3
Roger LJUNG,SWE,10,1,2,0,0.1
Roger MARCHE,FRA,8,0,0,0,0.0
Roger MATHIS,SUI,4,0,0,0,0.0
Roger MILLA,CMR,11,5,3,0,0.455
Roger NILSEN,NOR,3,0,0,0,0.0
Roger PIANTONI,FRA,6,3,0,0,0.5
Roger QUINCHE,SUI,3,0,0,0,0.0
Roger RIO,FRA,1,0,0,0,0.0
Roger SAINT-VIL,HAI,3,0,0,0,0.0
Roger VONLANTHEN,SUI,7,0,0,0,0.0
Roland AMAN,SWE,3,0,0,0,0.0
Roland ANDERSSON,SWE,3,0,0,0,0.0
Roland GRIP,SWE,9,0,0,0,0.0
Roland HATTENBERGER,AUT,11,0,1,0,0.0
Roland IRUSTA,ARG,4,0,0,0,0.0
Roland NILSSON,SWE,10,0,1,0,0.0
Roland SANDBERG,SWE,6,2,0,0,0.333
Rolando CHILAVERT,PAR,4,0,0,0,0.0
Rolando GARCIA,CHI,3,0,1,0,0.0
Rolando SERRANO,COL,3,0,0,0,0.0
Rolf HOLMBERG,NOR,1,0,0,0,0.0
Rolf JOHANNESEN,NOR,1,0,0,0,0.0
Rolf RUESSMANN,FRG,6,0,0,0,0.0
Rolf WUETHRICH,SUI,3,1,0,0,0.333
Roman JAKOBCZAK,POL,7,0,0,0,0.0
Roman MAHLICH,AUT,3,0,0,0,0.0
Roman WOJCICKI,POL,17,0,2,0,0.0
Romano FOGLI,ITA,3,0,0,0,0.0
Romeo BENETTI,ITA,10,2,3,0,0.2
Romildo ETCHEVERRY,PAR,2,0,0,0,0.0
Ron FLOWERS,ENG,10,0,0,0,0.0
Ron HEWITT,WAL,5,0,0,0,0.0
Ron SPRINGETT,ENG,10,0,0,0,0.0
Ron STANIFORTH,ENG,3,0,0,0,0.0
Ronald CLAYTON,ENG,4,0,0,0,0.0
Ronald FUENTES,CHI,4,0,1,0,0.0
Ronald GONZALEZ,CRC,4,1,1,0,0.25
Ronald KOEMAN,NED,9,0,1,0,0.0
Ronald LANGON,URU,3,0,0,0,0.0
Ronald MARIN,CRC,4,0,0,0,0.0
Ronald WORM,FRG,6,0,0,0,0.0
Ronnie HELLSTROM,SWE,12,0,0,0,0.0
Ronnie WHELAN,IRL,9,0,0,0,0.0
Ronny JOHNSEN,NOR,4,0,0,0,0.0
Ronny PETTERSSON,SWE,3,0,0,0,0.0
Roque MASPOLI,URU,9,0,0,0,0.0
Rosen KIRILOV,BUL,3,0,0,0,0.0
Rostilav VOJACEK,TCH,3,0,0,0,0.0
Roy AITKEN,SCO,6,0,0,0,0.0
Roy ANDERSSON,SWE,3,0,0,0,0.0
Roy BENTLEY,ENG,3,0,0,0,0.0
Roy KEANE,IRL,4,0,1,0,0.0
Roy MYERS,CRC,4,0,0,0,0.0
Roy REA,NIR,5,0,0,0,0.0
Roy VERNON,WAL,5,0,0,0,0.0
Roy WEGERLE,USA,3,0,0,0,0.0
Ruben AYALA,ARG,6,1,0,0,0.167
Ruben BARENO,URU,6,0,0,0,0.0
Ruben CORBO,URU,3,0,0,0,0.0
Ruben CORREA,PER,4,0,0,0,0.0
Ruben DIAZ,PER,9,1,0,0,0.111
Ruben GALVAN,ARG,7,0,0,0,0.0
Ruben GLARIA,ARG,6,0,0,0,0.0
Ruben GONZALEZ,URU,3,0,0,0,0.0
Ruben HERNANDEZ,COL,4,0,0,0,0.0
Ruben MARCOS,CHI,3,1,1,0,0.333
Ruben MORAN,URU,4,0,0,0,0.0
Ruben NAVARRO,ARG,3,0,1,0,0.0
Ruben PAGNANINI,ARG,7,0,0,0,0.0
Ruben PAZ,URU,8,0,0,0,0.0
Ruben PEREIRA,URU,4,0,0,0,0.0
Ruben RUIZ DIAZ,PAR,4,0,0,0,0.0
Ruben SORIA,URU,3,0,0,0,0.0
Ruben SOSA,ARG,3,0,0,0,0.0
Ruben SOSA,URU,4,0,1,0,0.0
Rudi HOFFMANN,FRG,6,0,0,0,0.0
Rudi KARGUS,FRG,6,0,0,0,0.0
Rudi SMIDTS,BEL,4,0,1,0,0.0
Rudi VIERTL,AUT,4,0,0,0,0.0
Rudi VOELLER,FRG,14,6,2,1,0.429
Rudi VOELLER,GER,5,2,1,0,0.4
Rudolf BUERGER,ROU,4,0,0,0,0.0
Rudolf GELLESCH,GER,2,0,0,0,0.0
Rudolf GRAMLICH,GER,4,0,0,0,0.0
Rudolf KOTORMANY,ROU,1,0,0,0,0.0
Rudolf KRCIL,TCH,4,0,0,0,0.0
Rudolf NOACK,GER,4,1,0,0,0.25
Rudolf RAFTL,AUT,4,0,0,0,0.0
Rudolf RAFTL,GER,2,0,0,0,0.0
Rudolf SZANWALD,AUT,3,0,0,0,0.0
Rudolf WETZER,ROU,2,0,0,0,0.0
Ruedi GYGER,SUI,3,0,0,0,0.0
Ruediger ABRAMCZIK,FRG,6,1,1,0,0.167
Ruediger SCHNUPHASE,GDR,6,0,0,0,0.0
Rumen GORANOV,BUL,3,0,0,0,0.0
Rune BRATSETH,NOR,3,0,0,0,0.0
Rune CARLSSON,SWE,2,0,0,0,0.0
Ruud GEELS,NED,7,0,0,0,0.0
Ruud GULLIT,NED,4,1,0,0,0.25
Ruud HESP,NED,7,0,0,0,0.0
Ruud KROL,NED,14,1,1,0,0.071
Ryszard KOMORNICKI,POL,4,0,0,0,0.0
Ryszard PIEC,POL,1,0,0,0,0.0
Ryszard TARASIEWICZ,POL,4,0,0,0,0.0
S C YOO,KOR,7,1,1,0,0.143
S G KIM,KOR,3,0,0,0,0.0
S H HWANG,KOR,16,2,0,0,0.125
S J HA,KOR,3,0,0,0,0.0
S R JUNG,KOR,3,0,0,0,0.0
S W KIM,KOR,3,0,0,0,0.0
S Y CHOI,KOR,7,0,0,0,0.0
S Y KI,KOR,3,0,1,0,0.0
S Y YUN,KOR,3,0,0,0,0.0
S. ADAMS,GHA,3,0,0,0,0.0
S. AL-JABER,KSA,7,0,1,0,0.0
S. AL-OWAIRAN,KSA,3,0,0,0,0.0
S. APPIAH,GHA,9,0,2,0,0.0
S. AURIER,CIV,3,0,0,0,0.0
S. CAMARA,SEN,5,0,0,0,0.0
S. CARMONA,MEX,4,0,1,0,0.0
S. CASTILLO,ECU,4,0,1,0,0.0
S. CAZORLA,ESP,3,0,0,0,0.0
S. COATES,URU,4,0,0,0,0.0
S. CONCEICAO,POR,3,0,0,0,0.0
S. DINMOHAMMADI,IRN,3,0,0,0,0.0
S. HAMEDANI,IRN,3,0,0,0,0.0
S. JOHN,TRI,3,0,0,0,0.0
S. MERCADO,MEX,4,0,0,0,0.0
S. NDIAYE,SEN,5,0,0,0,0.0
S. OWAIRAN,KSA,4,1,0,0,0.25
S. TRABELSI,TUN,3,0,0,0,0.0
S.ABREU,URU,3,0,1,0,0.0
S.B. POULSEN,DEN,3,0,0,0,0.0
S.BAKHTIARIZADEH,IRN,3,1,0,0,0.333
S.FERNANDEZ,URU,7,0,0,0,0.0
SAAD,KSA,3,0,0,0,0.0
SABILLON,HON,3,0,0,0,0.0
SABORIO A.,CRC,3,0,0,0,0.0
SADDAM KARIM,IRQ,3,0,1,0,0.0
SAGNA,FRA,8,0,0,0,0.0
SAGNOL,FRA,10,0,3,0,0.0
SAHA,FRA,7,0,2,0,0.0
SAIDI,TUN,3,0,0,0,0.0
SAIFI,ALG,3,0,0,0,0.0
SAITO,JPN,3,0,0,0,0.0
SAKHO,FRA,5,0,0,0,0.0
SALATA,SVK,4,0,0,0,0.0
SALIFOU M.,TOG,3,0,2,0,0.0
SALIHOVI?,BIH,3,0,0,0,0.0
SALLI,CMR,3,0,1,0,0.0
SALPINGIDIS,GRE,7,1,1,0,0.143
SAMARAS,GRE,7,0,2,0,0.0
SAMARIS,GRE,4,1,2,0,0.25
SAMEDOV,RUS,3,0,0,0,0.0
SAMMIR,CRO,3,0,0,0,0.0
SAMUEL,ARG,8,0,1,0,0.0
SAMUEL,TRI,3,0,0,0,0.0
SANABRIA,PAR,4,0,0,0,0.0
SANCHEZ,CHI,4,0,0,0,0.0
SANCHEZ,ECU,3,0,0,0,0.0
SANCHEZ,MEX,4,0,0,0,0.0
SANCHO,TRI,3,0,1,0,0.0
SAND,DEN,4,0,1,0,0.0
SANGSIK,KOR,3,0,0,0,0.0
SANGWENI,RSA,3,0,0,0,0.0
SANKOVIC,SVN,3,0,0,0,0.0
SANNEH,USA,5,0,0,0,0.0
SANTA,COL,3,0,2,0,0.0
SANTA CRUZ,PAR,9,1,2,0,0.111
SANTACRUZ,PAR,3,0,0,0,0.0
SANTANA,PAR,5,0,1,0,0.0
SANTILLANA,ESP,8,0,0,0,0.0
SAPARA,SVK,4,0,0,0,0.0
SARABIA,PAR,4,0,0,0,0.0
SARIC,CRO,3,0,0,0,0.0
SARITAMA,ECU,3,0,0,0,0.0
SARPEI,GHA,9,0,1,0,0.0
SAVICEVIC,YUG,5,0,0,0,0.0
SAVIOLA,ARG,5,1,1,0,0.2
SCALONI,ARG,5,0,0,0,0.0
SCHAARS,NED,7,0,0,0,0.0
SCHILDENFELD,CRO,3,0,0,0,0.0
SCHJONBERG,DEN,5,0,1,0,0.0
SCHNEIDER,GER,14,1,1,0,0.071
SCHNEIDERLIN,FRA,5,0,0,0,0.0
SCHOLES,ENG,5,0,1,0,0.0
SCHWARZER,AUS,7,0,0,0,0.0
SCHWEGLER,SUI,3,0,0,0,0.0
SCHWEINSTEIGER,GER,21,2,6,0,0.095
SCH�R,SUI,4,0,0,0,0.0
SCH�RRLE,GER,7,6,0,0,0.857
SCIFO,BEL,4,0,1,0,0.0
SCOTLAND,TRI,3,0,0,0,0.0
SCOTTI,URU,7,0,0,0,0.0
SEAMAN,ENG,5,0,0,0,0.0
SEFEROVIC,SUI,4,1,0,0,0.25
SEITARIDIS,GRE,3,0,0,0,0.0
SELLIMI,TUN,3,0,0,0,0.0
SELYMES,ROU,5,0,2,0,0.0
SEMAK,RUS,3,0,0,0,0.0
SEMENOV,RUS,3,0,0,0,0.0
SEMSHOV,RUS,3,0,1,0,0.0
SENDEROS,SUI,11,1,1,0,0.091
SENNA,ESP,4,0,0,0,0.0
SENNIKOV,RUS,3,0,1,0,0.0
SENSINI,ARG,4,0,0,0,0.0
SEO D. M.,KOR,3,0,0,0,0.0
SEO J. W.,KOR,3,0,0,0,0.0
SEQUEIRA D.,CRC,3,0,0,0,0.0
SEREY DIE,CIV,3,0,1,0,0.0
SERGI,ESP,8,0,1,0,0.0
SERGINHO,BRA,5,2,0,0,0.4
SERGIO,ESP,15,0,1,0,0.0
SERGIO RAMOS,ESP,4,0,0,0,0.0
SERIC,CRO,6,0,0,0,0.0
SERNA,COL,3,0,1,0,0.0
SESTAK,SVK,4,0,1,0,0.0
SEUNGYEOUL,KOR,4,0,0,0,0.0
SHAABAN,SWE,4,0,0,0,0.0
SHAKER NADHUM,IRQ,3,0,1,0,0.0
SHAKER SAMIR,IRQ,3,0,2,0,0.0
SHAQIRI,SUI,7,3,0,0,0.429
SHATOV,RUS,3,0,1,0,0.0
SHAW,ENG,3,0,0,0,0.0
SHCHENNIKOV,RUS,3,0,0,0,0.0
SHELAYEV,UKR,5,0,1,0,0.0
SHERINGHAM,ENG,5,0,0,0,0.0
SHEVCHENKO,UKR,5,1,0,0,0.2
SHIN Hong Gi,KOR,3,0,1,0,0.0
SHIN Yung Kyoo,PRK,4,0,0,0,0.0
SHITTU,NGA,3,0,0,0,0.0
SHORUNMU,NGA,3,0,0,0,0.0
SHOVKOVSKYI,UKR,5,0,0,0,0.0
SHUST,UKR,5,0,0,0,0.0
SI MOHAMMED,ALG,4,0,0,0,0.0
SIBAYA,RSA,6,0,0,0,0.0
SIBIK,POL,3,0,0,0,0.0
SIFAKIS,GRE,3,0,0,0,0.0
SIGMUND,NZL,3,0,0,0,0.0
SILAS,BRA,9,0,0,0,0.0
SILVA,BRA,3,0,0,0,0.0
SILVA,CHI,4,0,3,0,0.0
SILVA,ESP,10,0,0,0,0.0
SILVA,URU,7,0,0,0,0.0
SILVESTRE,FRA,10,0,0,0,0.0
SIMEONE,ARG,7,0,1,0,0.0
SIMEUNOVIC,SVN,3,0,0,0,0.0
SIMIC,CRO,6,0,3,1,0.0
SIMONS,BEL,4,0,0,0,0.0
SIMUNIC,CRO,6,0,4,1,0.0
SIM�O,POR,11,1,0,0,0.091
SINCLAIR,ENG,5,0,0,0,0.0
SIO,CIV,3,0,0,0,0.0
SIONKO,CZE,3,0,0,0,0.0
SIRIGU,ITA,3,0,0,0,0.0
SISSOKO,FRA,5,1,0,0,0.2
SKOKO,AUS,4,0,0,0,0.0
SKRTEL,SVK,4,0,1,0,0.0
SLIMANI,ALG,4,2,0,0,0.5
SMALLING,ENG,3,0,0,0,0.0
SMELTZ,NZL,3,1,0,0,0.333
SMERTIN,RUS,3,0,1,0,0.0
SMITH,NZL,3,0,1,0,0.0
SMOLAREK,POL,3,0,1,0,0.0
SNEIJDER,NED,18,7,2,0,0.389
SOBOLEWSKI,POL,3,0,3,1,0.0
SOBRINHO,POR,3,0,0,0,0.0
SOCRATES,BRA,10,3,0,0,0.3
SODJE,NGA,3,0,1,0,0.0
SOGAHATA,JPN,4,0,0,0,0.0
SOKRATIS,GRE,7,2,2,0,0.286
SOLDO,CRO,3,0,0,0,0.0
SOLE,ESP,3,0,0,0,0.0
SOLIS,CRC,3,0,1,0,0.0
SOLIS M.,CRC,3,0,1,0,0.0
SOLOMATIN,RUS,3,0,2,0,0.0
SOLSKJ�R,NOR,4,0,0,0,0.0
SOMMER,SUI,4,0,0,0,0.0
SONCK,BEL,4,1,0,0,0.25
SONG,CMR,12,0,3,2,0.0
SONGO'O,CMR,3,0,1,0,0.0
SONGOO,CMR,3,0,0,0,0.0
SORENSEN,DEN,4,0,0,0,0.0
SORIN,ARG,8,0,2,0,0.0
SOUDANI,ALG,4,0,0,0,0.0
SOULEYMANOU,CMR,3,0,0,0,0.0
SOUTHGATE,ENG,5,0,0,0,0.0
SPAHI?,BIH,3,0,1,0,0.0
SPECTOR,USA,4,0,0,0,0.0
SPIRANOVIC,AUS,3,0,1,0,0.0
SPYCHER,SUI,4,0,1,0,0.0
SPYROPOULOS,GRE,3,0,0,0,0.0
SQUILLACI,FRA,3,0,0,0,0.0
SRNA,CRO,6,1,1,0,0.167
STAELENS,BEL,4,0,0,0,0.0
STAJNER,CZE,3,0,0,0,0.0
STANIC,CRO,3,0,0,0,0.0
STANKOVI?,SRB,3,0,0,0,0.0
STANKOVIC,SCG,3,0,1,0,0.0
STAUNTON,IRL,4,0,1,0,0.0
STEKELENBURG,NED,11,0,1,0,0.0
STELEA,ROU,5,0,0,0,0.0
STENMAN,SWE,4,0,0,0,0.0
STERJOVSKI,AUS,4,0,0,0,0.0
STERLING,ENG,3,0,1,0,0.0
STEVANOVI?,SVN,3,0,0,0,0.0
STEWART,USA,9,1,0,0,0.111
STOCH,SVK,4,0,0,0,0.0
STOCKER,SUI,4,0,0,0,0.0
STOITCHKOV,BUL,7,3,2,0,0.429
STOJKOVI?,SRB,3,0,0,0,0.0
STOJKOVIC,SCG,3,0,0,0,0.0
STOJKOVIC,YUG,5,2,1,0,0.4
STRBA,SVK,4,0,2,0,0.0
STRELLER,SUI,4,0,1,0,0.0
STRUPAR,BEL,4,0,0,0,0.0
STRUWAY,PAR,4,0,0,0,0.0
